from_transaction,to_domain,role
3538012,gmail.com,purchaser
3538013,gmail.com,purchaser
3538014,hotmail.com,purchaser
3538014,hotmail.com,recipient
3538015,hotmail.com,purchaser
3538015,hotmail.com,recipient
3538016,yahoo.com,purchaser
3538017,gmail.com,purchaser
3538018,anonymous.com,purchaser
3538019,gmail.com,purchaser
3538019,gmail.com,recipient
3538020,anonymous.com,purchaser
3538021,gmail.com,purchaser
3538023,yahoo.com,purchaser
3538024,gmail.com,purchaser
3538025,gmail.com,purchaser
3538025,gmail.com,recipient
3538026,yahoo.com,purchaser
3538027,gmail.com,purchaser
3538028,yahoo.com,purchaser
3538029,cableone.net,purchaser
3538030,hotmail.com,purchaser
3538032,gmail.com,purchaser
3538032,aol.com,recipient
3538033,yahoo.com,purchaser
3538034,gmail.com,recipient
3538035,gmail.com,purchaser
3538036,gmail.com,purchaser
3538039,icloud.com,purchaser
3538039,gmail.com,recipient
3538041,yahoo.com,purchaser
3538044,gmail.com,purchaser
3538045,gmail.com,purchaser
3538046,gmail.com,purchaser
3538047,hotmail.com,purchaser
3538048,gmail.com,purchaser
3538049,outlook.com,purchaser
3538051,yahoo.com,purchaser
3538052,gmail.com,purchaser
3538053,gmail.com,purchaser
3538054,yahoo.com,purchaser
3538055,gmail.com,purchaser
3538056,yahoo.com,purchaser
3538057,gmail.com,purchaser
3538058,aol.com,purchaser
3538060,anonymous.com,purchaser
3538062,yahoo.com,purchaser
3538063,hotmail.com,purchaser
3538063,hotmail.com,recipient
3538064,rocketmail.com,purchaser
3538065,anonymous.com,purchaser
3538066,gmail.com,recipient
3538067,live.com.mx,purchaser
3538067,live.com.mx,recipient
3538068,gmail.com,purchaser
3538069,aol.com,purchaser
3538070,gmail.com,purchaser
3538070,gmail.com,recipient
3538071,gmail.com,purchaser
3538073,hotmail.com,purchaser
3538074,gmail.com,purchaser
3538075,gmail.com,purchaser
3538076,hotmail.es,purchaser
3538076,hotmail.es,recipient
3538077,hotmail.com,purchaser
3538077,hotmail.com,recipient
3538078,hotmail.com,purchaser
3538079,gmail.com,purchaser
3538079,me.com,recipient
3538080,gmail.com,purchaser
3538081,gmail.com,purchaser
3538081,gmail.com,recipient
3538082,gmail.com,purchaser
3538083,yahoo.com,purchaser
3538085,gmail.com,purchaser
3538086,yahoo.com,purchaser
3538087,gmail.com,purchaser
3538087,gmail.com,recipient
3538088,gmail.com,purchaser
3538089,gmail.com,purchaser
3538090,icloud.com,purchaser
3538091,gmail.com,purchaser
3538092,hotmail.com,purchaser
3538093,yahoo.com,purchaser
3538094,yahoo.com,purchaser
3538095,gmail.com,purchaser
3538098,gmail.com,purchaser
3538099,gmail.com,purchaser
3538099,gmail.com,recipient
3538100,gmail.com,purchaser
3538100,gmail.com,recipient
3538101,gmail.com,purchaser
3538101,gmail.com,recipient
3538102,hotmail.com,purchaser
3538102,hotmail.com,recipient
3538104,hotmail.com,purchaser
3538105,gmail.com,recipient
3538106,gmail.com,purchaser
3538107,outlook.com,purchaser
3538107,outlook.com,recipient
3538108,yahoo.com,purchaser
3538108,yahoo.com,recipient
3538109,gmail.com,purchaser
3538109,yahoo.com,recipient
3538111,cableone.net,purchaser
3538113,gmail.com,purchaser
3538115,hotmail.com,purchaser
3538117,sc.rr.com,purchaser
3538118,hotmail.com,purchaser
3538118,hotmail.com,recipient
3538120,yahoo.com,purchaser
3538121,gmail.com,purchaser
3538121,verizon.net,recipient
3538122,gmail.com,purchaser
3538123,yahoo.com,purchaser
3538124,yahoo.com,purchaser
3538125,hotmail.com,purchaser
3538125,hotmail.com,recipient
3538126,aol.com,purchaser
3538127,yahoo.com,purchaser
3538128,yahoo.com,purchaser
3538129,aol.com,purchaser
3538130,anonymous.com,purchaser
3538130,anonymous.com,recipient
3538131,yahoo.com,purchaser
3538132,gmail.com,purchaser
3538133,rocketmail.com,purchaser
3538135,yahoo.com,purchaser
3538136,gmail.com,purchaser
3538137,yahoo.com,purchaser
3538138,gmail.com,purchaser
3538139,ymail.com,purchaser
3538140,hotmail.com,purchaser
3538141,mac.com,purchaser
3538141,mac.com,recipient
3538142,aol.com,purchaser
3538143,hotmail.com,purchaser
3538143,hotmail.com,recipient
3538145,gmail.com,purchaser
3538146,outlook.com,purchaser
3538147,gmail.com,purchaser
3538147,gmail.com,recipient
3538148,hotmail.com,purchaser
3538148,hotmail.com,recipient
3538149,gmail.com,purchaser
3538149,gmail.com,recipient
3538150,gmail.com,purchaser
3538151,mail.com,purchaser
3538152,yahoo.com,purchaser
3538153,gmail.com,purchaser
3538154,anonymous.com,purchaser
3538154,anonymous.com,recipient
3538155,anonymous.com,purchaser
3538155,anonymous.com,recipient
3538156,gmail.com,purchaser
3538157,live.com,purchaser
3538157,gmail.com,recipient
3538158,hotmail.com,purchaser
3538158,hotmail.com,recipient
3538159,gmail.com,purchaser
3538159,gmail.com,recipient
3538160,gmail.com,purchaser
3538161,gmail.com,purchaser
3538162,aol.com,purchaser
3538163,gmail.com,purchaser
3538164,gmail.com,purchaser
3538165,gmail.com,purchaser
3538166,gmail.com,purchaser
3538166,gmail.com,recipient
3538167,gmail.com,purchaser
3538167,gmail.com,recipient
3538169,gmail.com,purchaser
3538170,gmail.com,purchaser
3538170,gmail.com,recipient
3538171,yahoo.com,purchaser
3538172,anonymous.com,purchaser
3538172,anonymous.com,recipient
3538173,gmail.com,purchaser
3538174,yahoo.com,purchaser
3538175,aol.com,purchaser
3538176,gmail.com,purchaser
3538177,gmail.com,purchaser
3538178,gmail.com,purchaser
3538179,anonymous.com,purchaser
3538179,anonymous.com,recipient
3538182,hotmail.com,purchaser
3538182,hotmail.com,recipient
3538183,gmail.com,purchaser
3538184,gmail.com,purchaser
3538184,gmail.com,recipient
3538185,gmail.com,purchaser
3538186,gmail.com,purchaser
3538187,hotmail.com,purchaser
3538187,hotmail.com,recipient
3538188,hotmail.com,purchaser
3538188,hotmail.com,recipient
3538189,gmail.com,purchaser
3538189,gmail.com,recipient
3538190,gmail.com,purchaser
3538190,gmail.com,recipient
3538193,anonymous.com,purchaser
3538193,anonymous.com,recipient
3538194,hotmail.com,purchaser
3538194,comcast.net,recipient
3538195,att.net,purchaser
3538196,gmail.com,purchaser
3538196,gmail.com,recipient
3538197,gmail.com,purchaser
3538199,gmail.com,purchaser
3538200,gmail.com,purchaser
3538202,yahoo.com,purchaser
3538203,hotmail.com,purchaser
3538203,hotmail.com,recipient
3538205,gmail.com,purchaser
3538205,optonline.net,recipient
3538206,gmail.com,purchaser
3538206,gmail.com,recipient
3538207,gmail.com,purchaser
3538208,gmail.com,purchaser
3538209,gmail.com,purchaser
3538210,gmail.com,purchaser
3538210,gmail.com,recipient
3538211,hotmail.com,purchaser
3538211,hotmail.com,recipient
3538213,gmail.com,purchaser
3538214,gmail.com,purchaser
3538215,gmail.com,purchaser
3538216,gmail.com,purchaser
3538217,yahoo.com,purchaser
3538218,gmail.com,purchaser
3538219,gmail.com,purchaser
3538219,gmail.com,recipient
3538220,gmail.com,purchaser
3538221,gmail.com,purchaser
3538221,gmail.com,recipient
3538222,anonymous.com,purchaser
3538222,anonymous.com,recipient
3538223,gmail.com,purchaser
3538223,gmail.com,recipient
3538224,anonymous.com,purchaser
3538224,anonymous.com,recipient
3538225,gmail.com,purchaser
3538225,gmail.com,recipient
3538226,gmail.com,purchaser
3538227,hotmail.com,purchaser
3538228,gmail.com,purchaser
3538229,gmail.com,purchaser
3538230,hotmail.com,purchaser
3538231,servicios-ta.com,purchaser
3538231,servicios-ta.com,recipient
3538232,aol.com,purchaser
3538234,hotmail.com,purchaser
3538234,hotmail.com,recipient
3538235,live.com,purchaser
3538235,gmail.com,recipient
3538236,yahoo.com,purchaser
3538237,hotmail.com,purchaser
3538237,hotmail.com,recipient
3538238,yahoo.com,purchaser
3538239,yahoo.com,purchaser
3538240,gmail.com,purchaser
3538240,gmail.com,recipient
3538241,gmail.com,purchaser
3538241,gmail.com,recipient
3538242,anonymous.com,purchaser
3538243,yahoo.com,purchaser
3538244,gmail.com,purchaser
3538244,gmail.com,recipient
3538245,anonymous.com,purchaser
3538245,anonymous.com,recipient
3538246,hotmail.com,purchaser
3538247,gmail.com,purchaser
3538247,gmail.com,recipient
3538248,ymail.com,purchaser
3538249,gmail.com,purchaser
3538252,msn.com,purchaser
3538252,comcast.net,recipient
3538253,yahoo.com,purchaser
3538254,gmail.com,purchaser
3538255,anonymous.com,purchaser
3538255,anonymous.com,recipient
3538256,gmail.com,purchaser
3538258,att.net,purchaser
3538259,hotmail.com,purchaser
3538259,hotmail.com,recipient
3538260,gmail.com,purchaser
3538261,gmail.com,purchaser
3538262,yahoo.com,purchaser
3538264,gmail.com,purchaser
3538265,yahoo.com,purchaser
3538266,gmail.com,purchaser
3538267,yahoo.com,purchaser
3538268,hotmail.com,purchaser
3538268,hotmail.com,recipient
3538269,gmail.com,purchaser
3538270,hotmail.com,purchaser
3538271,gmail.com,purchaser
3538273,hotmail.com,purchaser
3538273,hotmail.com,recipient
3538275,gmail.com,purchaser
3538276,gmail.com,purchaser
3538277,hotmail.com,purchaser
3538278,hotmail.com,purchaser
3538278,hotmail.com,recipient
3538279,msn.com,purchaser
3538280,yahoo.com,purchaser
3538281,hotmail.com,purchaser
3538281,hotmail.com,recipient
3538282,gmail.com,purchaser
3538283,optonline.net,purchaser
3538284,anonymous.com,purchaser
3538284,anonymous.com,recipient
3538287,anonymous.com,purchaser
3538287,anonymous.com,recipient
3538288,anonymous.com,purchaser
3538288,anonymous.com,recipient
3538290,gmail.com,purchaser
3538291,yahoo.com,purchaser
3538292,gmail.com,purchaser
3538294,gmail.com,purchaser
3538296,anonymous.com,purchaser
3538297,hotmail.com,purchaser
3538297,hotmail.com,recipient
3538298,gmail.com,purchaser
3538299,anonymous.com,purchaser
3538299,anonymous.com,recipient
3538300,gmail.com,purchaser
3538301,gmail.com,purchaser
3538301,gmail.com,recipient
3538302,gmail.com,purchaser
3538303,gmail.com,purchaser
3538303,gmail.com,recipient
3538304,gmail.com,purchaser
3538305,anonymous.com,purchaser
3538306,yahoo.com,purchaser
3538307,gmail.com,purchaser
3538308,gmail.com,purchaser
3538309,anonymous.com,purchaser
3538309,anonymous.com,recipient
3538310,yahoo.com,purchaser
3538311,gmail.com,purchaser
3538312,gmail.com,purchaser
3538313,yahoo.com,purchaser
3538313,yahoo.com,recipient
3538314,gmail.com,purchaser
3538315,gmail.com,purchaser
3538316,gmail.com,purchaser
3538317,gmail.com,purchaser
3538317,gmail.com,recipient
3538318,yahoo.com,purchaser
3538319,yahoo.com,purchaser
3538319,gmail.com,recipient
3538320,gmail.com,purchaser
3538320,gmail.com,recipient
3538321,hotmail.com,purchaser
3538321,hotmail.com,recipient
3538322,anonymous.com,purchaser
3538322,anonymous.com,recipient
3538323,icloud.com,purchaser
3538324,outlook.com,purchaser
3538324,outlook.com,recipient
3538325,yahoo.com,purchaser
3538326,hotmail.com,recipient
3538327,gmail.com,purchaser
3538328,yahoo.com,purchaser
3538329,yahoo.com,purchaser
3538330,yahoo.com,purchaser
3538331,yahoo.com,purchaser
3538331,gmail.com,recipient
3538332,yahoo.com,purchaser
3538332,yahoo.com,recipient
3538333,gmail.com,recipient
3538334,anonymous.com,purchaser
3538334,anonymous.com,recipient
3538336,yahoo.com,purchaser
3538337,hotmail.com,purchaser
3538337,hotmail.com,recipient
3538338,yahoo.com,purchaser
3538339,gmail.com,purchaser
3538340,gmail.com,purchaser
3538343,yahoo.com,purchaser
3538344,gmail.com,purchaser
3538344,gmail.com,recipient
3538345,gmail.com,purchaser
3538347,aol.com,purchaser
3538348,yahoo.com,purchaser
3538349,hotmail.com,purchaser
3538350,yahoo.com,purchaser
3538350,gmail.com,recipient
3538351,gmail.com,purchaser
3538353,yahoo.com,purchaser
3538354,anonymous.com,purchaser
3538354,anonymous.com,recipient
3538355,hotmail.com,purchaser
3538355,hotmail.com,recipient
3538356,gmail.com,purchaser
3538356,gmail.com,recipient
3538357,hotmail.com,purchaser
3538357,hotmail.com,recipient
3538358,anonymous.com,purchaser
3538358,anonymous.com,recipient
3538359,gmail.com,purchaser
3538360,gmail.com,purchaser
3538361,aol.com,purchaser
3538362,anonymous.com,purchaser
3538362,anonymous.com,recipient
3538363,hotmail.com,purchaser
3538364,gmail.com,purchaser
3538365,hotmail.com,purchaser
3538367,gmail.com,purchaser
3538368,yahoo.com,purchaser
3538369,gmail.com,purchaser
3538370,hotmail.com,purchaser
3538370,hotmail.com,recipient
3538371,hotmail.com,purchaser
3538372,hotmail.com,purchaser
3538372,hotmail.com,recipient
3538373,gmail.com,purchaser
3538374,aol.com,purchaser
3538375,hotmail.com,purchaser
3538376,outlook.com,purchaser
3538376,outlook.com,recipient
3538377,att.net,purchaser
3538378,yahoo.com,purchaser
3538379,yahoo.com,purchaser
3538380,gmail.com,purchaser
3538380,gmail.com,recipient
3538381,gmail.com,purchaser
3538381,gmail.com,recipient
3538382,hotmail.com,purchaser
3538382,hotmail.com,recipient
3538383,anonymous.com,purchaser
3538383,anonymous.com,recipient
3538384,yahoo.com,purchaser
3538385,gmail.com,purchaser
3538386,gmail.com,purchaser
3538387,gmail.com,purchaser
3538388,yahoo.com,purchaser
3538389,hotmail.com,purchaser
3538389,hotmail.com,recipient
3538391,gmail.com,purchaser
3538392,gmail.com,purchaser
3538393,yahoo.com,purchaser
3538394,hotmail.com,purchaser
3538395,hotmail.com,purchaser
3538395,hotmail.com,recipient
3538396,gmail.com,purchaser
3538397,gmail.com,purchaser
3538399,gmail.com,purchaser
3538400,yahoo.com,purchaser
3538401,gmail.com,purchaser
3538402,gmail.com,purchaser
3538403,gmail.com,purchaser
3538403,gmail.com,recipient
3538405,gmail.com,purchaser
3538406,anonymous.com,purchaser
3538407,yahoo.com.mx,purchaser
3538407,yahoo.com.mx,recipient
3538408,gmail.com,purchaser
3538409,yahoo.com,purchaser
3538410,gmail.com,purchaser
3538410,gmail.com,recipient
3538411,gmail.com,purchaser
3538413,gmail.com,purchaser
3538414,hotmail.com,purchaser
3538415,gmail.com,purchaser
3538415,gmail.com,recipient
3538416,yahoo.com,purchaser
3538417,hotmail.com,purchaser
3538417,hotmail.com,recipient
3538418,yahoo.com,purchaser
3538419,hotmail.com,purchaser
3538419,hotmail.com,recipient
3538420,hotmail.com,purchaser
3538420,gmail.com,recipient
3538421,gmail.com,purchaser
3538423,yahoo.com,purchaser
3538424,hotmail.com,purchaser
3538424,hotmail.com,recipient
3538425,yahoo.com,purchaser
3538426,yahoo.com,purchaser
3538427,hotmail.com,purchaser
3538427,hotmail.com,recipient
3538429,gmail.com,purchaser
3538431,gmail.com,purchaser
3538431,gmail.com,recipient
3538432,gmail.com,purchaser
3538433,gmail.com,purchaser
3538433,gmail.com,recipient
3538434,yahoo.com,purchaser
3538435,yahoo.com,purchaser
3538436,gmail.com,purchaser
3538437,gmail.com,purchaser
3538437,gmail.com,recipient
3538438,gmail.com,purchaser
3538438,gmail.com,recipient
3538439,gmail.com,purchaser
3538439,gmail.com,recipient
3538440,hotmail.com,purchaser
3538440,hotmail.com,recipient
3538441,gmail.com,purchaser
3538441,gmail.com,recipient
3538442,hotmail.com,purchaser
3538443,gmail.com,purchaser
3538445,gmail.com,purchaser
3538446,hotmail.com,purchaser
3538447,hotmail.com,purchaser
3538448,hotmail.com,purchaser
3538448,hotmail.com,recipient
3538449,hotmail.com,purchaser
3538449,hotmail.com,recipient
3538450,anonymous.com,purchaser
3538451,hotmail.com,purchaser
3538452,gmail.com,purchaser
3538453,gmail.com,purchaser
3538454,gmail.com,purchaser
3538455,aol.com,purchaser
3538456,gmail.com,purchaser
3538456,gmail.com,recipient
3538457,hotmail.com,purchaser
3538457,hotmail.com,recipient
3538458,yahoo.com,purchaser
3538459,anonymous.com,purchaser
3538459,anonymous.com,recipient
3538460,gmail.com,purchaser
3538461,hotmail.com,purchaser
3538461,hotmail.com,recipient
3538463,aol.com,purchaser
3538464,att.net,purchaser
3538466,gmail.com,purchaser
3538466,gmail.com,recipient
3538467,hotmail.com,purchaser
3538467,hotmail.com,recipient
3538468,gmail.com,purchaser
3538470,gmail.com,purchaser
3538471,yahoo.com,purchaser
3538472,gmail.com,purchaser
3538473,gmail.com,purchaser
3538474,hotmail.com,purchaser
3538476,gmail.com,purchaser
3538477,outlook.com,purchaser
3538477,outlook.com,recipient
3538479,hotmail.com,purchaser
3538479,hotmail.com,recipient
3538480,gmail.com,purchaser
3538480,gmail.com,recipient
3538481,hotmail.com,purchaser
3538482,gmail.com,purchaser
3538483,gmail.com,purchaser
3538484,yahoo.com,purchaser
3538486,gmail.com,purchaser
3538486,gmail.com,recipient
3538487,yahoo.com,purchaser
3538488,gmail.com,purchaser
3538489,gmail.com,purchaser
3538490,aol.com,purchaser
3538491,gmail.com,purchaser
3538491,gmail.com,recipient
3538492,hotmail.com,purchaser
3538492,hotmail.com,recipient
3538493,yahoo.com,purchaser
3538493,yahoo.com,recipient
3538494,yahoo.com,purchaser
3538495,hotmail.com,purchaser
3538495,hotmail.com,recipient
3538496,gmail.com,purchaser
3538497,yahoo.com,purchaser
3538498,hotmail.com,purchaser
3538498,hotmail.com,recipient
3538499,outlook.com,purchaser
3538499,outlook.com,recipient
3538500,hotmail.com,purchaser
3538500,hotmail.com,recipient
3538501,gmail.com,purchaser
3538501,gmail.com,recipient
3538502,hotmail.com,purchaser
3538503,hotmail.com,purchaser
3538503,hotmail.com,recipient
3538504,yahoo.com,purchaser
3538505,yahoo.com,purchaser
3538506,gmail.com,purchaser
3538506,gmail.com,recipient
3538507,gmail.com,purchaser
3538508,gmail.com,purchaser
3538509,gmail.com,recipient
3538510,gmail.com,purchaser
3538511,yahoo.com,purchaser
3538512,yahoo.com,purchaser
3538513,gmail.com,purchaser
3538514,hotmail.com,purchaser
3538515,yahoo.com,purchaser
3538518,gmail.com,purchaser
3538519,hotmail.com,purchaser
3538519,hotmail.com,recipient
3538520,gmail.com,purchaser
3538520,gmail.com,recipient
3538521,yahoo.com,purchaser
3538522,gmail.com,purchaser
3538522,gmail.com,recipient
3538523,aol.com,purchaser
3538523,aol.com,recipient
3538524,gmail.com,purchaser
3538524,gmail.com,recipient
3538525,gmail.com,purchaser
3538525,gmail.com,recipient
3538526,anonymous.com,purchaser
3538526,anonymous.com,recipient
3538527,gmail.com,purchaser
3538528,outlook.com,purchaser
3538529,icloud.com,purchaser
3538530,hotmail.com,purchaser
3538530,hotmail.com,recipient
3538531,anonymous.com,purchaser
3538531,anonymous.com,recipient
3538532,suddenlink.net,purchaser
3538533,gmail.com,purchaser
3538534,gmail.com,purchaser
3538534,gmail.com,recipient
3538535,gmail.com,purchaser
3538535,gmail.com,recipient
3538536,gmail.com,purchaser
3538536,gmail.com,recipient
3538537,icloud.com,purchaser
3538538,gmail.com,purchaser
3538538,optonline.net,recipient
3538539,gmail.com,purchaser
3538539,yahoo.com,recipient
3538540,gmail.com,purchaser
3538540,gmail.com,recipient
3538541,gmail.com,purchaser
3538541,gmail.com,recipient
3538542,gmail.com,purchaser
3538543,yahoo.com,purchaser
3538544,gmail.com,purchaser
3538544,gmail.com,recipient
3538545,hotmail.com,purchaser
3538546,gmail.com,purchaser
3538546,gmail.com,recipient
3538547,gmail.com,purchaser
3538548,gmail.com,purchaser
3538548,gmail.com,recipient
3538551,gmail.com,purchaser
3538551,gmail.com,recipient
3538552,gmail.com,purchaser
3538552,gmail.com,recipient
3538553,icloud.com,purchaser
3538553,icloud.com,recipient
3538554,anonymous.com,purchaser
3538555,gmail.com,purchaser
3538555,yahoo.com,recipient
3538556,yahoo.com,purchaser
3538557,gmail.com,purchaser
3538557,gmail.com,recipient
3538558,gmail.com,purchaser
3538559,yahoo.com,purchaser
3538561,gmail.com,purchaser
3538562,gmail.com,purchaser
3538563,gmail.com,purchaser
3538564,gmail.com,purchaser
3538565,yahoo.com,purchaser
3538566,gmail.com,purchaser
3538567,gmail.com,purchaser
3538568,hotmail.com,purchaser
3538568,hotmail.com,recipient
3538569,gmail.com,purchaser
3538569,gmail.com,recipient
3538570,gmail.com,purchaser
3538570,gmail.com,recipient
3538571,gmail.com,purchaser
3538571,gmail.com,recipient
3538572,hotmail.com,purchaser
3538572,hotmail.com,recipient
3538574,yahoo.com,purchaser
3538575,comcast.net,purchaser
3538577,gmail.com,purchaser
3538578,gmail.com,purchaser
3538579,gmail.com,purchaser
3538580,gmail.com,purchaser
3538580,gmail.com,recipient
3538581,gmail.com,purchaser
3538581,gmail.com,recipient
3538582,yahoo.com,purchaser
3538583,gmail.com,purchaser
3538583,gmail.com,recipient
3538584,gmail.com,purchaser
3538585,yahoo.com,purchaser
3538586,gmail.com,purchaser
3538586,comcast.net,recipient
3538587,gmail.com,purchaser
3538588,gmail.com,purchaser
3538588,gmail.com,recipient
3538589,gmail.com,recipient
3538590,yahoo.com,purchaser
3538591,att.net,purchaser
3538593,gmail.com,purchaser
3538593,gmail.com,recipient
3538595,yahoo.com,purchaser
3538596,yahoo.com,purchaser
3538597,yahoo.com,purchaser
3538598,gmail.com,purchaser
3538599,gmail.com,purchaser
3538600,yahoo.com,purchaser
3538601,msn.com,purchaser
3538602,gmail.com,purchaser
3538603,gmail.com,purchaser
3538604,gmail.com,purchaser
3538605,me.com,purchaser
3538605,comcast.net,recipient
3538606,gmail.com,purchaser
3538607,gmail.com,purchaser
3538607,yahoo.com,recipient
3538609,gmail.com,purchaser
3538610,yahoo.com,purchaser
3538611,gmail.com,purchaser
3538611,yahoo.com,recipient
3538612,yahoo.com,purchaser
3538613,gmail.com,purchaser
3538614,gmail.com,purchaser
3538615,gmail.com,purchaser
3538616,gmail.com,purchaser
3538617,yahoo.com,purchaser
3538618,windstream.net,purchaser
3538619,hotmail.com,purchaser
3538620,windstream.net,purchaser
3538621,gmail.com,purchaser
3538622,gmail.com,purchaser
3538624,gmail.com,purchaser
3538625,gmail.com,purchaser
3538626,hotmail.com,purchaser
3538628,gmail.com,purchaser
3538629,anonymous.com,purchaser
3538630,gmail.com,purchaser
3538631,yahoo.com,purchaser
3538632,yahoo.com,purchaser
3538633,gmail.com,recipient
3538635,gmail.com,purchaser
3538635,anonymous.com,recipient
3538639,anonymous.com,purchaser
3538640,embarqmail.com,purchaser
3538641,gmail.com,purchaser
3538642,yahoo.com,purchaser
3538643,comcast.net,purchaser
3538644,gmail.com,purchaser
3538645,ymail.com,purchaser
3538647,gmail.com,purchaser
3538647,gmail.com,recipient
3538648,yahoo.com,purchaser
3538649,yahoo.com,purchaser
3538649,gmail.com,recipient
3538650,gmail.com,purchaser
3538651,yahoo.com,purchaser
3538652,gmail.com,purchaser
3538653,yahoo.com,purchaser
3538654,yahoo.com,purchaser
3538655,verizon.net,purchaser
3538656,gmail.com,purchaser
3538658,gmail.com,purchaser
3538659,att.net,purchaser
3538660,gmail.com,purchaser
3538661,comcast.net,purchaser
3538662,gmail.com,purchaser
3538664,aol.com,purchaser
3538665,anonymous.com,purchaser
3538666,yahoo.com,purchaser
3538670,ymail.com,purchaser
3538671,gmail.com,purchaser
3538671,hotmail.com,recipient
3538673,yahoo.com,purchaser
3538674,yahoo.com,purchaser
3538675,anonymous.com,purchaser
3538676,gmail.com,purchaser
3538679,anonymous.com,purchaser
3538679,anonymous.com,recipient
3538680,hotmail.com,recipient
3538681,gmail.com,purchaser
3538682,comcast.net,purchaser
3538683,gmail.com,purchaser
3538684,gmail.com,purchaser
3538685,gmail.com,purchaser
3538687,yahoo.com,purchaser
3538688,embarqmail.com,purchaser
3538689,hotmail.com,purchaser
3538689,gmail.com,recipient
3538690,gmail.com,purchaser
3538690,anonymous.com,recipient
3538691,gmail.com,purchaser
3538691,gmail.com,recipient
3538692,yahoo.com,purchaser
3538693,gmail.com,purchaser
3538695,yahoo.com,purchaser
3538696,yahoo.com,purchaser
3538697,gmail.com,purchaser
3538698,gmail.com,purchaser
3538700,gmail.com,purchaser
3538700,bellsouth.net,recipient
3538701,yahoo.com,purchaser
3538702,anonymous.com,purchaser
3538702,anonymous.com,recipient
3538703,rocketmail.com,purchaser
3538704,yahoo.com,purchaser
3538705,hotmail.com,purchaser
3538706,yahoo.com,purchaser
3538707,yahoo.com,purchaser
3538707,gmail.com,recipient
3538708,gmail.com,purchaser
3538709,anonymous.com,purchaser
3538710,msn.com,purchaser
3538711,yahoo.com,purchaser
3538712,gmail.com,purchaser
3538713,gmail.com,purchaser
3538713,gmail.com,recipient
3538715,gmail.com,purchaser
3538716,hotmail.com,purchaser
3538717,gmail.com,purchaser
3538718,gmail.com,purchaser
3538718,gmail.com,recipient
3538719,aol.com,purchaser
3538720,aol.com,purchaser
3538721,yahoo.com,purchaser
3538722,gmail.com,purchaser
3538723,anonymous.com,purchaser
3538724,gmail.com,purchaser
3538724,gmail.com,recipient
3538725,yahoo.com,purchaser
3538726,yahoo.com,purchaser
3538726,anonymous.com,recipient
3538727,yahoo.com,purchaser
3538727,comcast.net,recipient
3538728,yahoo.com,purchaser
3538728,gmail.com,recipient
3538729,aol.com,purchaser
3538730,anonymous.com,purchaser
3538730,anonymous.com,recipient
3538731,gmail.com,purchaser
3538732,yahoo.com,purchaser
3538733,yahoo.com,purchaser
3538734,gmail.com,purchaser
3538736,gmail.com,purchaser
3538737,yahoo.com,purchaser
3538738,gmail.com,purchaser
3538739,aol.com,purchaser
3538740,gmail.com,purchaser
3538741,yahoo.com,purchaser
3538742,gmail.com,purchaser
3538744,gmail.com,purchaser
3538744,gmail.com,recipient
3538745,aol.com,purchaser
3538746,gmail.com,purchaser
3538747,hotmail.com,purchaser
3538747,hotmail.com,recipient
3538748,gmail.com,purchaser
3538749,gmail.com,purchaser
3538749,gmail.com,recipient
3538750,yahoo.com,purchaser
3538751,yahoo.com,purchaser
3538751,anonymous.com,recipient
3538752,yahoo.com,purchaser
3538753,gmail.com,purchaser
3538753,gmail.com,recipient
3538755,yahoo.com,purchaser
3538757,gmail.com,purchaser
3538758,gmail.com,purchaser
3538759,gmail.com,purchaser
3538759,gmail.com,recipient
3538760,aol.com,purchaser
3538761,anonymous.com,purchaser
3538762,gmail.com,purchaser
3538763,gmail.com,purchaser
3538764,gmail.com,purchaser
3538765,gmail.com,purchaser
3538765,gmail.com,recipient
3538766,gmail.com,purchaser
3538767,aol.com,purchaser
3538767,aol.com,recipient
3538768,gmail.com,purchaser
3538769,yahoo.com,purchaser
3538769,anonymous.com,recipient
3538770,gmail.com,purchaser
3538771,yahoo.com,purchaser
3538771,anonymous.com,recipient
3538773,gmail.com,purchaser
3538776,gmail.com,purchaser
3538777,yahoo.com,purchaser
3538777,gmail.com,recipient
3538779,aol.com,purchaser
3538780,gmail.com,purchaser
3538781,icloud.com,purchaser
3538782,hotmail.com,purchaser
3538783,yahoo.com,purchaser
3538784,aol.com,purchaser
3538785,gmail.com,purchaser
3538786,gmail.com,purchaser
3538787,yahoo.com,purchaser
3538788,yahoo.com,purchaser
3538789,gmail.com,purchaser
3538789,anonymous.com,recipient
3538790,yahoo.com,purchaser
3538790,gmail.com,recipient
3538791,gmail.com,purchaser
3538792,gmail.com,purchaser
3538792,bellsouth.net,recipient
3538793,yahoo.com,purchaser
3538794,yahoo.com,purchaser
3538794,anonymous.com,recipient
3538795,gmail.com,purchaser
3538797,ymail.com,purchaser
3538798,gmail.com,purchaser
3538798,gmail.com,recipient
3538799,windstream.net,purchaser
3538800,gmail.com,purchaser
3538800,anonymous.com,recipient
3538801,gmail.com,purchaser
3538802,gmail.com,purchaser
3538803,gmail.com,purchaser
3538804,yahoo.com,purchaser
3538805,yahoo.com,purchaser
3538805,msn.com,recipient
3538806,att.net,purchaser
3538807,yahoo.com,purchaser
3538809,gmail.com,purchaser
3538810,yahoo.com,purchaser
3538811,gmail.com,purchaser
3538812,yahoo.com,purchaser
3538813,msn.com,purchaser
