case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,report_filed,actions_taken,analyst_notes,txn_ids,connected_card_ids
CC-4928,C08741,C08741-K1,2016-10-17 06:30:41,2016-10-23 00:30:41,confirmed_fraud,out_of_region_use,140.05,No,CREATE_CASE|BLOCK_CARD,"Case CC-4928: cardholder C08741 reported unrecognized activity on card C08741-K1. 5 transaction(s) between 2016-10-16 and 2016-10-17 totaling $140.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3371411|3371421|3371456|3371473|3371507,
CC-4929,C07508,C07508-K2,2016-10-17 07:19:18,2016-10-19 17:19:18,confirmed_fraud,card_not_present_fraud,15.99,No,CREATE_CASE|BLOCK_CARD,Case CC-4929: cardholder C07508 reported unrecognized activity on card C07508-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $15.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3370090,
CC-4930,C03066,C03066-K1,2016-10-17 08:26:35,2016-10-20 01:26:35,confirmed_fraud,card_not_present_new_device,375.04,No,CREATE_CASE|BLOCK_CARD,"Case CC-4930: cardholder C03066 reported unrecognized activity on card C03066-K1. 2 transaction(s) between 2016-10-15 and 2016-10-17 totaling $375.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.",3367747|3371653,
CC-4931,C11011,C11011-K1,2016-10-17 09:12:52,2016-10-20 04:12:52,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4931: model scored a $365.09 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,3371962,
CC-4932,C03992,C03992-K2,2016-10-17 09:12:59,2016-10-20 02:12:59,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4932: model scored a $100.02 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,3371763,
CC-4933,C09241,C09241-K2,2016-10-17 09:40:18,2016-10-22 14:40:18,confirmed_fraud,account_takeover,1318.23,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4933: cardholder C09241 reported unrecognized activity on card C09241-K2. 6 transaction(s) between 2016-10-14 and 2016-10-16 totaling $1,318.23 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",3364668|3369220|3369221|3369226|3369229|3369599,
CC-4934,C06840,C06840-K1,2016-10-17 09:46:18,2016-10-19 23:46:18,confirmed_fraud,out_of_region_use,54.02,No,CREATE_CASE|BLOCK_CARD,"Case CC-4934: cardholder C06840 reported unrecognized activity on card C06840-K1. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $54.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3371375,
CC-4935,C00768,C00768-K2,2016-10-17 10:11:53,2016-10-19 23:11:53,confirmed_fraud,account_takeover,1164.09,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4935: cardholder C00768 reported unrecognized activity on card C00768-K2. 6 transaction(s) between 2016-10-13 and 2016-10-16 totaling $1,164.09 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",3361176|3367043|3367423|3370167|3370206|3371238,
CC-4936,C00294,C00294-K2,2016-10-17 11:12:49,2016-10-23 04:12:49,confirmed_fraud,card_not_present_new_device,193.48,No,CREATE_CASE|BLOCK_CARD,"Case CC-4936: cardholder C00294 reported unrecognized activity on card C00294-K2. 5 transaction(s) between 2016-10-16 and 2016-10-17 totaling $193.48 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-P355M Build/MMB29M on chrome generic for android. Card blocked and reissued. Customer reimbursed.",3369198|3369204|3371929|3371941|3371960,
CC-4937,C10837,C10837-K2,2016-10-17 11:13:48,2016-10-20 22:13:48,confirmed_fraud,card_not_present_fraud,135.60,No,CREATE_CASE|BLOCK_CARD,Case CC-4937: cardholder C10837 reported unrecognized activity on card C10837-K2. 4 transaction(s) between 2016-10-15 and 2016-10-16 totaling $135.60 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Plus Build/NPN25.137-82 on chrome generic. Card blocked and reissued. Customer reimbursed.,3367470|3369175|3370396|3371045,
CC-4938,C01909,C01909-K2,2016-10-17 11:22:33,2016-10-19 02:22:33,confirmed_fraud,out_of_region_use,34.97,No,CREATE_CASE|BLOCK_CARD,"Case CC-4938: cardholder C01909 reported unrecognized activity on card C01909-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $34.97 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3371782,
CC-4939,C13058,C13058-K2,2016-10-17 12:22:39,2016-10-21 20:22:39,confirmed_fraud,card_not_present_fraud,225.02,No,CREATE_CASE|BLOCK_CARD,Case CC-4939: cardholder C13058 reported unrecognized activity on card C13058-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $225.02 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.,3370647,
CC-4940,C03738,C03738-K2,2016-10-17 12:43:27,2016-10-22 22:43:27,confirmed_fraud,card_testing,109.88,No,CREATE_CASE|BLOCK_CARD,"Case CC-4940: cardholder C03738 reported unrecognized activity on card C03738-K2. 3 transaction(s) between 2016-10-15 and 2016-10-16 totaling $109.88 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.",3366168|3371098|3371138,
CC-4941,C13364,C13364-K1,2016-10-17 13:11:23,2016-10-21 01:11:23,confirmed_fraud,card_not_present_new_device,28.22,No,CREATE_CASE|BLOCK_CARD,"Case CC-4941: cardholder C13364 reported unrecognized activity on card C13364-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $28.22 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome generic. Card blocked and reissued. Customer reimbursed.",3371621,
CC-4942,C02354,C02354-K2,2016-10-17 13:58:18,2016-10-22 16:58:18,confirmed_fraud,out_of_region_use,1094.94,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4942: cardholder C02354 reported unrecognized activity on card C02354-K2. 5 transaction(s) between 2016-10-14 and 2016-10-16 totaling $1,094.94 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3362805|3364912|3366319|3370000|3370038,
CC-4943,C11444,C11444-K1,2016-10-17 15:09:10,2016-10-20 08:09:10,confirmed_fraud,card_not_present_new_device,54.32,No,CREATE_CASE|BLOCK_CARD,"Case CC-4943: cardholder C11444 reported unrecognized activity on card C11444-K1. 2 transaction(s) between 2016-10-16 and 2016-10-17 totaling $54.32 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.",3369315|3372141,
CC-4944,C02147,C02147-K2,2016-10-17 15:13:30,2016-10-21 19:13:30,confirmed_fraud,card_not_present_new_device,85.04,No,CREATE_CASE|BLOCK_CARD,"Case CC-4944: cardholder C02147 reported unrecognized activity on card C02147-K2. 4 transaction(s) between 2016-10-16 and 2016-10-16 totaling $85.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G Play Build/MPIS24.241-15.3-26 on chrome generic for android. Card blocked and reissued. Customer reimbursed.",3368965|3368975|3370415|3370428,
CC-4945,C04346,C04346-K2,2016-10-17 17:51:35,2016-10-22 19:51:35,confirmed_fraud,account_takeover,87.00,No,CREATE_CASE|BLOCK_CARD,Case CC-4945: cardholder C04346 reported unrecognized activity on card C04346-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $87.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3370539,
CC-4946,C02702,C02702-K2,2016-10-17 18:09:00,2016-10-21 14:09:00,confirmed_fraud,card_not_present_fraud,31.78,No,CREATE_CASE|BLOCK_CARD,Case CC-4946: cardholder C02702 reported unrecognized activity on card C02702-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $31.78 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3372429,
CC-4947,C09445,C09445-K1,2016-10-17 18:49:23,2016-10-19 01:49:23,confirmed_fraud,card_not_present_fraud,300.07,No,CREATE_CASE|BLOCK_CARD,Case CC-4947: cardholder C09445 reported unrecognized activity on card C09445-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $300.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,3371704,
CC-4948,C06903,C06903-K1,2016-10-17 18:54:19,2016-10-20 04:54:19,confirmed_fraud,account_takeover,58.92,No,CREATE_CASE|BLOCK_CARD,Case CC-4948: cardholder C06903 reported unrecognized activity on card C06903-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $58.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3372015,
CC-4949,C12961,C12961-K2,2016-10-17 20:36:48,2016-10-19 16:36:48,confirmed_fraud,account_takeover,2700.54,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4949: cardholder C12961 reported unrecognized activity on card C12961-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $2,700.54 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",3369953,
CC-4950,C04034,C04034-K2,2016-10-17 20:57:05,2016-10-21 19:57:05,confirmed_fraud,card_not_present_fraud,86.14,No,CREATE_CASE|BLOCK_CARD,Case CC-4950: cardholder C04034 reported unrecognized activity on card C04034-K2. 6 transaction(s) between 2016-10-14 and 2016-10-16 totaling $86.14 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3365253|3368220|3369236|3370448|3370508|3370561,
CC-4951,C11847,C11847-K2,2016-10-17 21:08:11,2016-10-21 22:08:11,confirmed_fraud,card_not_present_fraud,71.60,No,CREATE_CASE|BLOCK_CARD,Case CC-4951: cardholder C11847 reported unrecognized activity on card C11847-K2. 2 transaction(s) between 2016-10-16 and 2016-10-16 totaling $71.60 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Hisense F23 Build/NRD90M on chrome 54.0 for android. Card blocked and reissued. Customer reimbursed.,3370991|3371024,
CC-4952,C10193,C10193-K2,2016-10-17 21:11:20,2016-10-23 19:11:20,confirmed_fraud,out_of_region_use,409.93,No,CREATE_CASE|BLOCK_CARD,"Case CC-4952: cardholder C10193 reported unrecognized activity on card C10193-K2. 4 transaction(s) between 2016-10-17 and 2016-10-17 totaling $409.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3373238|3373330|3373343|3373377,
CC-4953,C06630,C06630-K2,2016-10-17 21:18:04,2016-10-22 03:18:04,confirmed_fraud,card_not_present_fraud,102.72,No,CREATE_CASE|BLOCK_CARD,Case CC-4953: cardholder C06630 reported unrecognized activity on card C06630-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $102.72 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.,3371872,
CC-4954,C01063,C01063-K2,2016-10-17 22:36:28,2016-10-20 01:36:28,confirmed_fraud,account_takeover,170.93,No,CREATE_CASE|BLOCK_CARD,Case CC-4954: cardholder C01063 reported unrecognized activity on card C01063-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $170.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3371679,
CC-4955,C06299,C06299-K1,2016-10-17 23:14:32,2016-10-19 15:14:32,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,"Case CC-4955: model scored a $1,882.82 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.",3372603,
CC-4956,C01521,C01521-K2,2016-10-17 23:48:38,2016-10-20 20:48:38,confirmed_fraud,card_not_present_fraud,59.20,No,CREATE_CASE|BLOCK_CARD,Case CC-4956: cardholder C01521 reported unrecognized activity on card C01521-K2. 2 transaction(s) between 2016-10-16 and 2016-10-17 totaling $59.20 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3368899|3373705,
CC-4957,C08623,C08623-K2,2016-10-18 00:16:26,2016-10-22 22:16:26,confirmed_fraud,out_of_region_use,48.02,No,CREATE_CASE|BLOCK_CARD,"Case CC-4957: cardholder C08623 reported unrecognized activity on card C08623-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $48.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3371052,
CC-4958,C02181,C02181-K2,2016-10-18 00:39:25,2016-10-19 18:39:25,confirmed_fraud,card_not_present_new_device,45.30,No,CREATE_CASE|BLOCK_CARD,"Case CC-4958: cardholder C02181 reported unrecognized activity on card C02181-K2. 2 transaction(s) between 2016-10-17 and 2016-10-17 totaling $45.30 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3372115|3373278,
CC-4959,C04812,C04812-K1,2016-10-18 01:15:53,2016-10-22 17:15:53,confirmed_fraud,account_takeover,677.92,No,CREATE_CASE|BLOCK_CARD,Case CC-4959: cardholder C04812 reported unrecognized activity on card C04812-K1. 3 transaction(s) between 2016-10-14 and 2016-10-17 totaling $677.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3364260|3369665|3372981,
CC-4960,C13048,C13048-K1,2016-10-18 01:34:47,2016-10-21 02:34:47,confirmed_fraud,card_not_present_fraud,350.06,No,CREATE_CASE|BLOCK_CARD,Case CC-4960: cardholder C13048 reported unrecognized activity on card C13048-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $350.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,3371807,
CC-4961,C11019,C11019-K2,2016-10-18 02:24:53,2016-10-21 00:24:53,confirmed_fraud,account_takeover,247.88,No,CREATE_CASE|BLOCK_CARD,Case CC-4961: cardholder C11019 reported unrecognized activity on card C11019-K2. 3 transaction(s) between 2016-10-16 and 2016-10-17 totaling $247.88 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3368839|3368962|3371492,
CC-4962,C07073,C07073-K1,2016-10-18 02:35:07,2016-10-21 14:35:07,confirmed_fraud,account_takeover,29.06,No,CREATE_CASE|BLOCK_CARD,Case CC-4962: cardholder C07073 reported unrecognized activity on card C07073-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $29.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3372478,
CC-4963,C09454,C09454-K1,2016-10-18 02:37:27,2016-10-21 00:37:27,confirmed_fraud,account_takeover,3234.90,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4963: cardholder C09454 reported unrecognized activity on card C09454-K1. 2 transaction(s) between 2016-10-18 and 2016-10-18 totaling $3,234.90 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",3374470|3374520,
CC-4964,C00750,C00750-K2,2016-10-18 02:44:59,2016-10-20 17:44:59,confirmed_fraud,account_takeover,5486.38,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-4964: cardholder C00750 reported unrecognized activity on card C00750-K2. 18 transaction(s) between 2016-10-09 and 2016-10-17 totaling $5,486.38 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",3347990|3349809|3349853|3352415|3354404|3355788|3357444|3362120|3362147|3362730|3364643|3366331|3366334|3366336|3366349|3370686|3372976|3373087,
CC-4965,C08334,C08334-K1,2016-10-18 03:36:58,2016-10-21 01:36:58,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,"Case CC-4965: model scored a $1,104.09 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.",3374696,
CC-4966,C03933,C03933-K1,2016-10-18 04:29:34,2016-10-19 23:29:34,confirmed_fraud,out_of_region_use,210.42,No,CREATE_CASE|BLOCK_CARD,"Case CC-4966: cardholder C03933 reported unrecognized activity on card C03933-K1. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $210.42 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3371302,
CC-4967,C07902,C07902-K1,2016-10-18 07:30:25,2016-10-23 02:30:25,confirmed_fraud,card_not_present_fraud,349.91,No,CREATE_CASE|BLOCK_CARD,Case CC-4967: cardholder C07902 reported unrecognized activity on card C07902-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $349.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,3374823,
CC-4968,C00768,C00768-K2,2016-10-18 07:31:47,2016-10-20 01:31:47,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4968: model scored a $74.96 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,3374684,
CC-4969,C01434,C01434-K1,2016-10-18 08:00:31,2016-10-22 03:00:31,confirmed_fraud,card_not_present_fraud,81.94,No,CREATE_CASE|BLOCK_CARD,Case CC-4969: cardholder C01434 reported unrecognized activity on card C01434-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $81.94 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.,3374877,
CC-4970,C02536,C02536-K1,2016-10-18 08:06:01,2016-10-24 02:06:01,confirmed_fraud,card_not_present_new_device,299.93,No,CREATE_CASE|BLOCK_CARD,"Case CC-4970: cardholder C02536 reported unrecognized activity on card C02536-K1. 1 transaction(s) between 2016-10-18 and 2016-10-18 totaling $299.93 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",3374770,
CC-4971,C00885,C00885-K1,2016-10-18 08:13:20,2016-10-20 00:13:20,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4971: model scored a $30.74 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3374431,
CC-4972,C11919,C11919-K2,2016-10-18 08:18:20,2016-10-20 19:18:20,confirmed_fraud,card_not_present_new_device,334.56,No,CREATE_CASE|BLOCK_CARD,"Case CC-4972: cardholder C11919 reported unrecognized activity on card C11919-K2. 10 transaction(s) between 2016-10-12 and 2016-10-17 totaling $334.56 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.",3359305|3362137|3362249|3364145|3364640|3365430|3365796|3366272|3368416|3373404,
CC-4973,C03218,C03218-K2,2016-10-18 08:49:54,2016-10-21 03:49:54,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4973: model scored a $175.05 transaction at 0.96. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.,3374947,
CC-4974,C10683,C10683-K1,2016-10-18 09:33:04,2016-10-21 01:33:04,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4974: model scored a $75.03 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,3374687,
CC-4975,C01765,C01765-K1,2016-10-18 11:12:13,2016-10-22 22:12:13,confirmed_fraud,account_takeover,29.00,No,CREATE_CASE|BLOCK_CARD,Case CC-4975: cardholder C01765 reported unrecognized activity on card C01765-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $29.00 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3374010,
CC-4976,C01966,C01966-K1,2016-10-18 11:26:38,2016-10-23 19:26:38,confirmed_fraud,out_of_region_use,521.89,No,CREATE_CASE|BLOCK_CARD,"Case CC-4976: cardholder C01966 reported unrecognized activity on card C01966-K1. 4 transaction(s) between 2016-10-16 and 2016-10-17 totaling $521.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3370852|3372926|3373366|3373440,
CC-4977,C08391,C08391-K2,2016-10-18 12:33:25,2016-10-23 21:33:25,confirmed_fraud,card_not_present_new_device,16.78,No,CREATE_CASE|BLOCK_CARD,"Case CC-4977: cardholder C08391 reported unrecognized activity on card C08391-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $16.78 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome generic. Card blocked and reissued. Customer reimbursed.",3373862,
CC-4978,C10496,C10496-K1,2016-10-18 13:00:51,2016-10-20 18:00:51,confirmed_fraud,card_not_present_fraud,614.89,No,CREATE_CASE|BLOCK_CARD,Case CC-4978: cardholder C10496 reported unrecognized activity on card C10496-K1. 5 transaction(s) between 2016-10-15 and 2016-10-17 totaling $614.89 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A510M Build/LMY47X on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.,3367682|3367699|3367718|3367733|3373142,
CC-4979,C01002,C01002-K1,2016-10-18 13:15:01,2016-10-24 04:15:01,confirmed_fraud,card_not_present_new_device,114.61,No,CREATE_CASE|BLOCK_CARD,"Case CC-4979: cardholder C01002 reported unrecognized activity on card C01002-K1. 2 transaction(s) between 2016-10-16 and 2016-10-18 totaling $114.61 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3371278|3374985,
CC-4980,C12966,C12966-K1,2016-10-18 14:18:17,2016-10-23 21:18:17,confirmed_fraud,card_not_present_new_device,16.29,No,CREATE_CASE|BLOCK_CARD,"Case CC-4980: cardholder C12966 reported unrecognized activity on card C12966-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $16.29 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a VS5012 Build/NRD90M on chrome generic for android. Card blocked and reissued. Customer reimbursed.",3373812,
CC-4981,C09939,C09939-K1,2016-10-18 15:13:37,2016-10-20 19:13:37,confirmed_fraud,card_not_present_fraud,32.03,No,CREATE_CASE|BLOCK_CARD,Case CC-4981: cardholder C09939 reported unrecognized activity on card C09939-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $32.03 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3373388,
CC-4982,C05031,C05031-K2,2016-10-18 16:06:33,2016-10-24 11:06:33,confirmed_fraud,card_not_present_new_device,895.46,No,CREATE_CASE|BLOCK_CARD,"Case CC-4982: cardholder C05031 reported unrecognized activity on card C05031-K2. 26 transaction(s) between 2016-10-13 and 2016-10-18 totaling $895.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3360295|3360566|3360614|3364700|3365576|3365699|3366177|3366234|3371016|3371839|3371845|3371846|3371865|3373233|3373320|3373376|3373410|3373473|3373510|3373528|3373611|3373618|3375120|3375124|3375179|3375184,
CC-4983,C01890,C01890-K1,2016-10-18 16:17:32,2016-10-23 17:17:32,confirmed_fraud,card_not_present_fraud,16.02,No,CREATE_CASE|BLOCK_CARD,Case CC-4983: cardholder C01890 reported unrecognized activity on card C01890-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $16.02 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3372987,
CC-4984,C11597,C11597-K2,2016-10-18 16:55:59,2016-10-21 00:55:59,confirmed_fraud,card_not_present_fraud,116.23,No,CREATE_CASE|BLOCK_CARD,Case CC-4984: cardholder C11597 reported unrecognized activity on card C11597-K2. 2 transaction(s) between 2016-10-18 and 2016-10-18 totaling $116.23 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-J320M Build/LMY47V on chrome generic. Card blocked and reissued. Customer reimbursed.,3374558|3374587,
CC-4985,C13447,C13447-K1,2016-10-18 17:13:11,2016-10-23 11:13:11,confirmed_fraud,card_not_present_fraud,101.33,No,CREATE_CASE|BLOCK_CARD,Case CC-4985: cardholder C13447 reported unrecognized activity on card C13447-K1. 3 transaction(s) between 2016-10-15 and 2016-10-17 totaling $101.33 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a CHC-U03 Build/HuaweiCHC-U03 on chrome generic. Card blocked and reissued. Customer reimbursed.,3365554|3369256|3372187,
CC-4986,C01799,C01799-K2,2016-10-18 17:48:44,2016-10-23 23:48:44,confirmed_fraud,card_not_present_fraud,27.12,No,CREATE_CASE|BLOCK_CARD,Case CC-4986: cardholder C01799 reported unrecognized activity on card C01799-K2. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $27.12 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3374347,
CC-4987,C07220,C07220-K1,2016-10-18 18:19:49,2016-10-20 20:19:49,confirmed_fraud,card_not_present_new_device,17.43,No,CREATE_CASE|BLOCK_CARD,"Case CC-4987: cardholder C07220 reported unrecognized activity on card C07220-K1. 1 transaction(s) between 2016-10-17 and 2016-10-17 totaling $17.43 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3373610,
CC-4988,C03277,C03277-K1,2016-10-18 18:24:55,2016-10-20 17:24:55,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-4988: model scored a $199.98 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.,3375983,
