from_card,to_transaction
C13358-K1,3536491
C00210-K1,3536492
C11709-K2,3536493
C13440-K2,3536494
C11496-K2,3536495
C06331-K2,3536496
C11923-K2,3536497
C03019-K2,3536498
C05704-K2,3536499
C02188-K1,3536500
C02000-K2,3536501
C04597-K2,3536502
C05245-K2,3536503
C04125-K2,3536504
C04125-K2,3536505
C02354-K2,3536506
C12583-K1,3536507
C07335-K1,3536508
C03374-K1,3536509
C10757-K2,3536510
C12166-K2,3536511
C07936-K2,3536512
C08962-K2,3536513
C09241-K2,3536514
C02902-K2,3536515
C07741-K2,3536516
C06639-K1,3536517
C12234-K1,3536518
C13440-K2,3536519
C02515-K2,3536520
C00854-K2,3536521
C05245-K2,3536522
C00889-K2,3536523
C12566-K1,3536524
C02716-K2,3536525
C01983-K1,3536526
C09301-K2,3536527
C09241-K2,3536528
C04500-K1,3536529
C01982-K2,3536530
C01155-K2,3536531
C05820-K1,3536532
C05423-K1,3536533
C00642-K1,3536534
C12094-K2,3536535
C03218-K2,3536536
C03427-K2,3536537
C11509-K2,3536538
C07212-K2,3536539
C00854-K2,3536540
C13440-K2,3536541
C06147-K2,3536542
C01333-K2,3536543
C11923-K2,3536544
C11923-K2,3536545
C06348-K1,3536546
C00889-K2,3536547
C11709-K2,3536548
C09735-K1,3536549
C00854-K2,3536550
C09582-K2,3536551
C02000-K2,3536552
C06845-K1,3536553
C03676-K2,3536554
C06224-K2,3536555
C11275-K1,3536556
C02513-K1,3536557
C02716-K2,3536558
C02086-K1,3536559
C03341-K2,3536560
C03047-K2,3536561
C03344-K1,3536562
C00750-K2,3536563
C07646-K2,3536564
C01892-K1,3536565
C03598-K2,3536566
C07212-K2,3536567
C11092-K2,3536568
C11336-K1,3536569
C05670-K1,3536570
C08913-K2,3536571
C11227-K2,3536572
C03218-K2,3536573
C07927-K1,3536574
C07936-K2,3536575
C11092-K2,3536576
C00597-K1,3536577
C09401-K1,3536578
C08962-K2,3536579
C11923-K2,3536580
C09241-K2,3536581
C01119-K2,3536582
C09666-K2,3536583
C09530-K1,3536584
C12094-K2,3536585
C01155-K2,3536586
C09933-K2,3536587
C01996-K2,3536588
C06835-K2,3536589
C00854-K2,3536590
C03517-K1,3536591
C10757-K2,3536592
C11709-K2,3536593
C11031-K2,3536594
C11031-K2,3536595
C01892-K1,3536596
C01983-K1,3536597
C03218-K2,3536598
C05212-K2,3536599
C08962-K2,3536600
C08597-K2,3536601
C05318-K1,3536602
C08391-K2,3536603
C02609-K1,3536604
C08623-K2,3536605
C01188-K1,3536606
C10127-K2,3536607
C03575-K2,3536608
C02354-K2,3536609
C07256-K2,3536610
C04291-K1,3536611
C11092-K2,3536612
C05097-K2,3536613
C13340-K2,3536614
C04062-K1,3536615
C10757-K2,3536616
C11381-K2,3536617
C09363-K2,3536618
C02764-K1,3536619
C02320-K2,3536620
C10757-K2,3536621
C06942-K2,3536622
C02897-K1,3536623
C09165-K2,3536624
C06026-K2,3536625
C08597-K2,3536626
C01208-K1,3536627
C10757-K2,3536628
C11509-K2,3536629
C02245-K2,3536630
C00889-K2,3536631
C06224-K2,3536632
C10559-K1,3536633
C10757-K2,3536634
C12094-K2,3536635
C02962-K1,3536636
C08967-K1,3536637
C05078-K1,3536638
C08967-K1,3536639
C06105-K1,3536640
C12352-K1,3536641
C01721-K2,3536642
C02354-K2,3536643
C09363-K2,3536644
C08450-K2,3536645
C11238-K1,3536646
C06026-K2,3536647
C05129-K1,3536648
C02147-K2,3536649
C01909-K2,3536650
C07858-K2,3536651
C08729-K1,3536652
C01682-K1,3536653
C01109-K2,3536654
C03083-K1,3536655
C00294-K2,3536656
C02724-K2,3536657
C08723-K1,3536658
C08037-K1,3536659
C12166-K2,3536660
C00294-K2,3536661
C07212-K2,3536662
C06686-K1,3536663
C06835-K2,3536664
C04566-K1,3536665
C03218-K2,3536666
C01317-K1,3536667
C13058-K2,3536668
C03533-K1,3536669
C12816-K1,3536670
C08918-K2,3536671
C00235-K2,3536672
C06208-K1,3536673
C07212-K2,3536674
C12561-K1,3536675
C03218-K2,3536676
C02147-K2,3536677
C07867-K2,3536678
C04125-K2,3536679
C07149-K2,3536680
C02354-K2,3536681
C08597-K2,3536682
C03738-K2,3536683
C08489-K2,3536684
C09241-K2,3536685
C06962-K2,3536686
C02000-K2,3536687
C04759-K1,3536688
C08723-K1,3536689
C11240-K1,3536690
C13440-K2,3536691
C07671-K2,3536692
C05704-K2,3536693
C02897-K1,3536694
C07741-K2,3536695
C05704-K2,3536696
C12517-K2,3536697
C02611-K1,3536698
C12585-K1,3536699
C11266-K1,3536700
C08863-K1,3536701
C11172-K1,3536702
C02809-K2,3536703
C11709-K2,3536704
C01333-K2,3536705
C08967-K1,3536706
C05551-K2,3536707
C07841-K1,3536708
C06067-K2,3536709
C01155-K2,3536710
C00952-K1,3536711
C10110-K1,3536712
C05097-K2,3536713
C05973-K1,3536714
C12517-K2,3536715
C12802-K1,3536716
C11923-K2,3536717
C08967-K1,3536718
C00854-K2,3536719
C06208-K1,3536720
C12358-K1,3536721
C01155-K2,3536722
C00854-K2,3536723
C06658-K1,3536724
C13440-K2,3536725
C12136-K2,3536726
C08945-K2,3536727
C10661-K1,3536728
C09365-K2,3536729
C11923-K2,3536730
C03470-K1,3536731
C06224-K2,3536732
C01109-K2,3536733
C00452-K2,3536734
C07671-K2,3536735
C10899-K1,3536736
C03128-K1,3536737
C08597-K2,3536738
C10224-K1,3536739
C07867-K2,3536740
C09365-K2,3536741
C10715-K2,3536742
C06224-K2,3536743
C00777-K1,3536744
C01647-K1,3536745
C05551-K2,3536746
C12703-K1,3536747
C01155-K2,3536748
C04108-K2,3536749
C02354-K2,3536750
C04108-K2,3536751
C04108-K2,3536752
C11031-K2,3536753
C03363-K2,3536754
C09149-K1,3536755
C06858-K1,3536756
C03128-K1,3536757
C02285-K2,3536758
C11496-K2,3536759
C08943-K2,3536760
C06190-K1,3536761
C02897-K1,3536762
C12061-K2,3536763
C07006-K1,3536764
C03019-K2,3536765
C12094-K2,3536766
C13171-K2,3536767
C11509-K2,3536768
C03278-K2,3536769
C05245-K2,3536770
C03363-K2,3536771
C01188-K1,3536772
C07841-K1,3536773
C03019-K2,3536774
C12103-K1,3536775
C01618-K2,3536776
C11007-K1,3536777
C11709-K2,3536778
C11309-K1,3536779
C00168-K2,3536780
C01618-K2,3536781
C11844-K2,3536782
C10568-K1,3536783
C08943-K2,3536784
C11871-K1,3536785
C01051-K1,3536786
C02354-K2,3536787
C01040-K2,3536788
C13440-K2,3536789
C08288-K1,3536790
C06835-K2,3536791
C03047-K2,3536792
C07648-K2,3536793
C11709-K2,3536794
C00750-K2,3536795
C12932-K1,3536796
C00963-K1,3536797
C00768-K2,3536798
C09241-K2,3536799
C02336-K1,3536800
C08945-K2,3536801
C01618-K2,3536802
C00168-K2,3536803
C02502-K2,3536804
C09471-K2,3536805
C01188-K1,3536806
C05704-K2,3536807
C08962-K2,3536808
C11595-K1,3536809
C02287-K2,3536810
C02999-K2,3536811
C07936-K2,3536812
C02597-K2,3536813
C07212-K2,3536814
C01966-K1,3536815
C12864-K1,3536816
C02945-K1,3536817
C02502-K2,3536818
C13187-K1,3536819
C10814-K1,3536820
C00034-K1,3536821
C11000-K2,3536822
C07648-K2,3536823
C00332-K1,3536824
C11923-K2,3536825
C03714-K1,3536826
C07586-K1,3536827
C02354-K2,3536828
C01119-K2,3536829
C00572-K1,3536830
C02167-K1,3536831
C09433-K1,3536832
C07116-K1,3536833
C01188-K1,3536834
C03341-K2,3536835
C03341-K2,3536836
C04068-K1,3536837
C03967-K1,3536838
C12975-K2,3536839
C03218-K2,3536840
C02716-K2,3536841
C04125-K2,3536842
C02311-K1,3536843
C07867-K2,3536844
C02502-K2,3536845
C09265-K1,3536846
C01188-K1,3536847
C02716-K2,3536848
C09241-K2,3536849
C07185-K2,3536850
C11000-K2,3536851
C00614-K2,3536852
C04248-K2,3536853
C11923-K2,3536854
C06224-K2,3536855
C11923-K2,3536856
C01996-K2,3536857
C02133-K1,3536858
C13187-K1,3536859
C07038-K1,3536860
C11232-K1,3536861
C11923-K2,3536862
C00720-K1,3536863
C01040-K2,3536864
C01109-K2,3536865
C11227-K2,3536866
C04125-K2,3536867
C11238-K1,3536868
C09149-K1,3536869
C04769-K1,3536870
C03341-K2,3536871
C11852-K1,3536872
C07352-K1,3536873
C12690-K2,3536874
C01142-K1,3536875
C05381-K2,3536876
C07212-K2,3536877
C08296-K1,3536878
C03715-K1,3536879
C09301-K2,3536880
C08010-K1,3536881
C08742-K1,3536882
C02716-K2,3536883
C07867-K2,3536884
C11923-K2,3536885
C11923-K2,3536886
C01996-K2,3536887
C11709-K2,3536888
C04125-K2,3536889
C11413-K1,3536890
C02147-K2,3536891
C05245-K2,3536892
C06224-K2,3536893
C11709-K2,3536894
C08872-K1,3536895
C06339-K1,3536896
C10350-K1,3536897
C12889-K1,3536898
C06552-K1,3536899
C11716-K1,3536900
C11923-K2,3536901
C08477-K1,3536902
C09800-K2,3536903
C02573-K2,3536904
C12697-K1,3536905
C05876-K2,3536906
C05245-K2,3536907
C01155-K2,3536908
C05564-K1,3536909
C09241-K2,3536910
C11923-K2,3536911
C04553-K2,3536912
C06663-K2,3536913
C01859-K1,3536914
C07671-K2,3536915
C02716-K2,3536916
C10568-K1,3536917
C00779-K1,3536918
C07997-K1,3536919
C08872-K1,3536920
C06220-K1,3536921
C04861-K2,3536922
C04125-K2,3536923
C06224-K2,3536924
C03131-K1,3536925
C04500-K1,3536926
C09251-K1,3536927
C05245-K2,3536928
C08483-K1,3536929
C05292-K1,3536930
C07096-K2,3536931
C12961-K2,3536932
C11923-K2,3536933
C06224-K2,3536934
C05290-K2,3536935
C06835-K2,3536936
C05097-K2,3536937
C06339-K1,3536938
C09666-K2,3536939
C06224-K2,3536940
C08597-K2,3536941
C04125-K2,3536942
C06663-K2,3536943
C02354-K2,3536944
C11210-K1,3536945
C00235-K2,3536946
C07518-K2,3536947
C03218-K2,3536948
C05551-K2,3536949
C11533-K2,3536950
C05381-K2,3536951
C05876-K2,3536952
C08662-K1,3536953
C04161-K1,3536954
C03389-K1,3536955
C05854-K1,3536956
C07858-K2,3536957
C11929-K2,3536958
C06224-K2,3536959
C07185-K2,3536960
C06147-K2,3536961
C11543-K2,3536962
C11413-K1,3536963
C02250-K2,3536964
C02354-K2,3536965
C06224-K2,3536966
C10164-K1,3536967
C10395-K1,3536968
C08623-K2,3536969
C01342-K1,3536970
C05690-K1,3536971
C11923-K2,3536972
C02354-K2,3536973
C06657-K1,3536974
C01155-K2,3536975
C07096-K2,3536976
C02502-K2,3536977
C12987-K1,3536978
C05108-K1,3536979
C02311-K1,3536980
C07523-K1,3536981
C10867-K1,3536982
C04592-K1,3536983
C01119-K2,3536984
C06947-K2,3536985
C09301-K2,3536986
C04046-K2,3536987
C03318-K1,3536988
C04597-K2,3536989
C07096-K2,3536990
C07614-K2,3536991
C11031-K2,3536992
C11031-K2,3536993
C07096-K2,3536994
C01109-K2,3536995
C10711-K1,3536996
C00235-K2,3536997
C00694-K1,3536998
C08962-K2,3536999
C06121-K2,3537000
C01982-K2,3537001
C10705-K1,3537002
C09363-K2,3537003
C05108-K1,3537004
C12527-K1,3537005
C04125-K2,3537006
C06403-K2,3537007
C04190-K1,3537008
C06947-K2,3537009
C07867-K2,3537010
C04965-K2,3537011
C02147-K2,3537012
C06224-K2,3537013
C03019-K2,3537014
C10127-K2,3537015
C06835-K2,3537016
C07936-K2,3537017
C09165-K2,3537018
C09040-K1,3537019
C09741-K1,3537020
C00331-K1,3537021
C03218-K2,3537022
C10745-K1,3537023
C13487-K1,3537024
C02354-K2,3537025
C03218-K2,3537026
C10781-K1,3537027
C09301-K2,3537028
C02354-K2,3537029
C05128-K1,3537030
C08450-K2,3537031
C11238-K1,3537032
C03945-K1,3537033
C01333-K2,3537034
C08707-K1,3537035
C11716-K1,3537036
C07518-K2,3537037
C02231-K1,3537038
C07919-K2,3537039
C09116-K1,3537040
C02180-K1,3537041
C12863-K1,3537042
C04108-K2,3537043
C00768-K2,3537044
C05245-K2,3537045
C11522-K2,3537046
C07671-K2,3537047
C10350-K1,3537048
C04125-K2,3537049
C07762-K1,3537050
C03341-K2,3537051
C03285-K2,3537052
C00942-K2,3537053
C09301-K2,3537054
C06835-K2,3537055
C07919-K2,3537056
C12863-K1,3537057
C11918-K1,3537058
C09554-K1,3537059
C06547-K1,3537060
C10814-K1,3537061
C04264-K1,3537062
C07185-K2,3537063
C02000-K2,3537064
C02502-K2,3537065
C09363-K2,3537066
C10757-K2,3537067
C07518-K2,3537068
C13041-K1,3537069
C03295-K2,3537070
C07096-K2,3537071
C00642-K1,3537072
C03218-K2,3537073
C07848-K1,3537074
C03218-K2,3537075
C08341-K1,3537076
C03218-K2,3537077
C01812-K1,3537078
C05108-K1,3537079
C05661-K1,3537080
C02018-K2,3537081
C03042-K1,3537082
C06224-K2,3537083
C05636-K2,3537084
C02180-K1,3537085
C05636-K2,3537086
C11468-K2,3537087
C02147-K2,3537088
C12897-K1,3537089
C09666-K2,3537090
C02780-K2,3537091
C01603-K1,3537092
C02250-K2,3537093
C07562-K2,3537094
C02583-K1,3537095
C00956-K1,3537096
C07212-K2,3537097
C07919-K2,3537098
C06224-K2,3537099
C11716-K1,3537100
C04125-K2,3537101
C01254-K1,3537102
C07360-K1,3537103
C00235-K2,3537104
C08438-K1,3537105
C11709-K2,3537106
C05530-K2,3537107
C13440-K2,3537108
C05031-K2,3537109
C03218-K2,3537110
C04828-K2,3537111
C09165-K2,3537112
C02716-K2,3537113
C10139-K1,3537114
C02354-K2,3537115
C07185-K2,3537116
C09933-K2,3537117
C09363-K2,3537118
C06494-K2,3537119
C02716-K2,3537120
C02705-K1,3537121
C03285-K2,3537122
C05245-K2,3537123
C11670-K2,3537124
C09241-K2,3537125
C12460-K1,3537126
C02354-K2,3537127
C09468-K2,3537128
C11923-K2,3537129
C05509-K1,3537130
C01363-K1,3537131
C12690-K2,3537132
C09717-K1,3537133
C02716-K2,3537134
C05031-K2,3537135
C06823-K1,3537136
C08962-K2,3537137
C10906-K1,3537138
C04965-K2,3537139
C07523-K1,3537140
C10127-K2,3537141
C08489-K2,3537142
C08943-K2,3537143
C03474-K1,3537144
C09363-K2,3537145
C11788-K1,3537146
C03019-K2,3537147
C02147-K2,3537148
C07848-K1,3537149
C03940-K1,3537150
C02897-K1,3537151
C02393-K2,3537152
C12890-K1,3537153
C03285-K2,3537154
C08842-K2,3537155
C10068-K1,3537156
C08528-K1,3537157
C01721-K2,3537158
C09373-K1,3537159
C07196-K2,3537160
C12094-K2,3537161
C00059-K2,3537162
C12132-K2,3537163
C02902-K2,3537164
C09933-K2,3537165
C11468-K2,3537166
C09933-K2,3537167
C00090-K1,3537168
C11716-K1,3537169
C02354-K2,3537170
C01119-K2,3537171
C06083-K1,3537172
C02354-K2,3537173
C13233-K1,3537174
C01109-K2,3537175
C04125-K2,3537176
C04096-K2,3537177
C05690-K1,3537178
C06224-K2,3537179
C12028-K2,3537180
C12166-K2,3537181
C09933-K2,3537182
C02705-K1,3537183
C11923-K2,3537184
C12166-K2,3537185
C02902-K2,3537186
C01109-K2,3537187
C08478-K1,3537188
C10127-K2,3537189
C08451-K1,3537190
C05509-K3,3537191
C05704-K2,3537192
C03285-K2,3537193
C01116-K2,3537194
C04125-K2,3537195
C12234-K1,3537196
C09679-K1,3537197
C06121-K2,3537198
C11709-K2,3537199
C00854-K2,3537200
C09626-K1,3537201
C11509-K2,3537202
C08450-K2,3537203
C05704-K2,3537204
C11919-K2,3537205
C07339-K1,3537206
C03738-K2,3537207
C11496-K2,3537208
C13440-K2,3537209
C07304-K1,3537210
C05772-K1,3537211
C04422-K1,3537212
C00801-K1,3537213
C04885-K1,3537214
C11923-K2,3537215
C01155-K2,3537216
C08962-K2,3537217
C04865-K1,3537218
C11595-K1,3537219
C04085-K1,3537220
C06885-K1,3537221
C05996-K1,3537222
C10308-K1,3537223
C05245-K2,3537224
C06331-K2,3537225
C10308-K1,3537226
C06494-K2,3537227
C02134-K1,3537228
C07646-K2,3537229
C13440-K2,3537230
C10906-K1,3537231
C11092-K2,3537232
C01909-K2,3537233
C04125-K2,3537234
C11468-K2,3537235
C05401-K1,3537236
C02245-K2,3537237
C08755-K2,3537238
C09490-K2,3537239
C00801-K1,3537240
C06121-K2,3537241
C04125-K2,3537242
C01204-K1,3537243
C06224-K2,3537244
C05530-K2,3537245
C06486-K1,3537246
C04965-K2,3537247
C09933-K2,3537248
C12460-K1,3537249
C00756-K1,3537250
C05031-K2,3537251
C01119-K2,3537252
C09227-K1,3537253
C00895-K1,3537254
C05245-K2,3537255
C13440-K2,3537256
C10308-K1,3537257
C05704-K2,3537258
C10757-K2,3537259
C07646-K2,3537260
C11940-K1,3537261
C03218-K2,3537262
C10654-K1,3537263
C05031-K2,3537264
C10308-K1,3537265
C12094-K2,3537266
C11381-K2,3537267
C00854-K2,3537268
C12084-K2,3537269
C11709-K2,3537270
C13449-K1,3537271
C11468-K2,3537272
C07803-K1,3537273
C10161-K1,3537274
C07646-K2,3537275
C11509-K2,3537276
C10715-K2,3537277
C01721-K2,3537278
C01377-K1,3537279
C10867-K1,3537280
C00750-K2,3537281
C04306-K1,3537282
C02354-K2,3537283
C05704-K2,3537284
C04311-K1,3537285
C05245-K2,3537286
C00135-K1,3537287
C02897-K1,3537288
C04125-K2,3537289
C09933-K2,3537290
C05704-K2,3537291
C06224-K2,3537292
C10656-K1,3537293
C08842-K2,3537294
C08477-K1,3537295
C13449-K1,3537296
C06224-K2,3537297
C05031-K2,3537298
C00750-K2,3537299
C02354-K2,3537300
C07646-K2,3537301
C12234-K1,3537302
C00750-K2,3537303
C04125-K2,3537304
C06630-K2,3537305
C06031-K2,3537306
C02902-K2,3537307
C10308-K1,3537308
C05996-K1,3537309
C05381-K2,3537310
C04125-K2,3537311
C10654-K1,3537312
C03218-K2,3537313
C01688-K1,3537314
C11945-K2,3537315
C03285-K2,3537316
C11000-K2,3537317
C03285-K2,3537318
C07646-K2,3537319
C11919-K2,3537320
C06358-K2,3537321
C08450-K2,3537322
C05530-K2,3537323
C00477-K1,3537324
C05504-K1,3537325
C02250-K2,3537326
C05748-K1,3537327
C08336-K1,3537328
C02237-K1,3537329
C00477-K1,3537330
C12517-K2,3537331
C02502-K2,3537332
C09363-K2,3537333
C07741-K2,3537334
C01347-K2,3537335
C11031-K2,3537336
C04125-K2,3537337
C04891-K1,3537338
C08478-K1,3537339
C01291-K1,3537340
C11000-K2,3537341
C10867-K1,3537342
C07069-K1,3537343
C01109-K2,3537344
C10986-K2,3537345
C09823-K1,3537346
C11923-K2,3537347
C01982-K2,3537348
C11173-K1,3537349
C12132-K2,3537350
C08450-K2,3537351
C10654-K1,3537352
C02231-K1,3537353
C09471-K2,3537354
C06464-K1,3537355
C01347-K2,3537356
C01982-K2,3537357
C10657-K1,3537358
C09855-K2,3537359
C06835-K2,3537360
C08303-K1,3537361
C12128-K1,3537362
C08269-K1,3537363
C08303-K1,3537364
C12234-K1,3537365
C05381-K2,3537366
C09933-K2,3537367
C09179-K1,3537368
C11923-K2,3537369
C08634-K1,3537370
C09241-K2,3537371
C03711-K1,3537372
C03066-K1,3537373
C04125-K2,3537374
C02881-K1,3537375
C05876-K2,3537376
C02457-K1,3537377
C10654-K1,3537378
C03648-K1,3537379
C10424-K1,3537380
C10553-K1,3537381
C09363-K2,3537382
C07296-K1,3537383
C12932-K1,3537384
C04125-K2,3537385
C03582-K1,3537386
C11919-K2,3537387
C11923-K2,3537388
C01982-K2,3537389
C06963-K1,3537390
C01115-K1,3537391
C06224-K2,3537392
C02354-K2,3537393
C04108-K2,3537394
C03656-K2,3537395
C02457-K1,3537396
C00969-K2,3537397
C05625-K2,3537398
C03711-K1,3537399
C06651-K1,3537400
C02311-K1,3537401
C06224-K2,3537402
C06031-K2,3537403
C01347-K2,3537404
C07562-K2,3537405
C08072-K1,3537406
C05982-K1,3537407
C12517-K2,3537408
C02354-K2,3537409
C03218-K2,3537410
C11923-K2,3537411
C01155-K2,3537412
C01155-K2,3537413
C11923-K2,3537414
C11923-K2,3537415
C03089-K2,3537416
C07212-K2,3537417
C02902-K2,3537418
C05381-K2,3537419
C09972-K1,3537420
C02573-K2,3537421
C12226-K1,3537422
C02245-K2,3537423
C12885-K1,3537424
C01119-K2,3537425
C10986-K2,3537426
C09241-K2,3537427
C01422-K1,3537428
C12897-K1,3537429
C00038-K1,3537430
C11923-K2,3537431
C01115-K1,3537432
C13103-K1,3537433
C11612-K2,3537434
C06224-K2,3537435
C04125-K2,3537436
C00452-K2,3537437
C11509-K2,3537438
C10127-K2,3537439
C12835-K2,3537440
C08037-K1,3537441
C02809-K2,3537442
C00956-K1,3537443
C08845-K3,3537444
C02902-K2,3537445
C10127-K2,3537446
C08260-K1,3537447
C05031-K2,3537448
C09471-K2,3537449
C00192-K1,3537450
C08433-K1,3537451
C02285-K2,3537452
C11000-K2,3537453
C02285-K2,3537454
C01155-K2,3537455
C01313-K1,3537456
C06443-K1,3537457
C01782-K2,3537458
C12682-K1,3537459
C08450-K2,3537460
C06494-K2,3537461
C05276-K2,3537462
C10568-K1,3537463
C06224-K2,3537464
C02780-K2,3537465
C11929-K2,3537466
C07212-K2,3537467
C03985-K1,3537468
C03218-K2,3537469
C12680-K1,3537470
C01982-K2,3537471
C13440-K2,3537472
C06744-K2,3537473
C05031-K2,3537474
C02573-K2,3537475
C03985-K1,3537476
C05263-K2,3537477
C11464-K2,3537478
C00854-K2,3537479
C04108-K2,3537480
C03218-K2,3537481
C02309-K2,3537482
C07879-K1,3537483
C01109-K2,3537484
C00750-K2,3537485
C12961-K2,3537486
C06067-K2,3537487
C08260-K1,3537488
C09666-K2,3537489
C12680-K1,3537490
C08489-K2,3537491
C06067-K2,3537492
C00235-K2,3537493
C06663-K2,3537494
C07212-K2,3537495
C11923-K2,3537496
C03825-K1,3537497
C12961-K2,3537498
C06663-K2,3537499
C08742-K1,3537500
C07299-K1,3537501
C03218-K2,3537502
C04026-K1,3537503
C07212-K2,3537504
C12939-K1,3537505
C09241-K2,3537506
C04984-K2,3537507
C05770-K1,3537508
C00969-K2,3537509
C03218-K2,3537510
C07212-K2,3537511
C03738-K2,3537512
C05670-K1,3537513
C06744-K2,3537514
C09995-K1,3537515
C04125-K2,3537516
C03218-K2,3537517
C05948-K1,3537518
C01333-K2,3537519
C02716-K2,3537520
C05031-K2,3537521
C08450-K2,3537522
C07987-K2,3537523
C09241-K2,3537524
C00235-K2,3537525
C03825-K1,3537526
C06224-K2,3537527
C06358-K2,3537528
C00854-K2,3537529
C05560-K2,3537530
C05514-K2,3537531
C04108-K2,3537532
C08962-K2,3537533
C08489-K2,3537534
C10164-K1,3537535
C11000-K2,3537536
C06267-K1,3537537
C12086-K1,3537538
C11923-K2,3537539
C01909-K2,3537540
C04125-K2,3537541
C11496-K2,3537542
C05245-K2,3537543
C10193-K2,3537544
C02545-K2,3537545
C11677-K1,3537546
C09800-K2,3537547
C04965-K2,3537548
C03738-K2,3537549
C06224-K2,3537550
C06121-K2,3537551
C07096-K2,3537552
C06224-K2,3537553
C11890-K1,3537554
C07919-K2,3537555
C06115-K2,3537556
C03218-K2,3537557
C06067-K2,3537558
C08269-K1,3537559
C05551-K2,3537560
C12289-K1,3537561
C07936-K2,3537562
C01155-K2,3537563
C10705-K1,3537564
C11923-K2,3537565
C07919-K2,3537566
C05530-K2,3537567
C04196-K2,3537568
C02000-K2,3537569
C08578-K1,3537570
C08483-K1,3537571
C09586-K2,3537572
C12598-K2,3537573
C00854-K2,3537574
C12897-K1,3537575
C05031-K2,3537576
C11230-K2,3537577
C06121-K2,3537578
C09530-K1,3537579
C06224-K2,3537580
C01996-K2,3537581
C05031-K2,3537582
C07360-K1,3537583
C05551-K2,3537584
C11230-K2,3537585
C06224-K2,3537586
C05307-K2,3537587
C02716-K2,3537588
C06224-K2,3537589
C00969-K2,3537590
C06663-K2,3537591
C12897-K1,3537592
C02502-K2,3537593
C12598-K2,3537594
C06224-K2,3537595
C09177-K1,3537596
C08269-K1,3537597
C07648-K2,3537598
C03477-K1,3537599
C13440-K2,3537600
C05690-K1,3537601
C07648-K2,3537602
C07517-K1,3537603
C01996-K2,3537604
C04709-K2,3537605
C05115-K2,3537606
C04125-K2,3537607
C02881-K1,3537608
C13440-K2,3537609
C07867-K2,3537610
C06582-K2,3537611
C06224-K2,3537612
C04125-K2,3537613
C06403-K2,3537614
C08845-K3,3537615
C10045-K1,3537616
C02458-K1,3537617
C03218-K2,3537618
C03711-K1,3537619
C00750-K2,3537620
C03295-K2,3537621
C12598-K2,3537622
C05031-K2,3537623
C01109-K2,3537624
C03295-K2,3537625
C03019-K2,3537626
C03218-K2,3537627
C09079-K1,3537628
C06663-K2,3537629
C01337-K1,3537630
C11709-K2,3537631
C07750-K2,3537632
C04538-K1,3537633
C08483-K1,3537634
C12403-K1,3537635
C12682-K1,3537636
C10687-K1,3537637
C10137-K2,3537638
C10600-K1,3537639
C12166-K2,3537640
C00235-K2,3537641
C06663-K2,3537642
C03412-K1,3537643
C07741-K2,3537644
C03047-K2,3537645
C03218-K2,3537646
C03486-K1,3537647
C12865-K1,3537648
C10349-K1,3537649
C02902-K2,3537650
C07867-K2,3537651
C02133-K1,3537652
C07518-K2,3537653
C05245-K2,3537654
C11709-K2,3537655
C04670-K1,3537656
C03218-K2,3537657
C09177-K1,3537658
C05530-K2,3537659
C11709-K2,3537660
C10045-K1,3537661
C11464-K2,3537662
C01041-K1,3537663
C11891-K1,3537664
C03278-K2,3537665
C11709-K2,3537666
C00889-K2,3537667
C11227-K2,3537668
C01719-K1,3537669
C08989-K2,3537670
C13333-K1,3537671
C03008-K1,3537672
C07867-K2,3537673
C10127-K2,3537674
C04865-K1,3537675
C08945-K2,3537676
C02502-K2,3537677
C06663-K2,3537678
C02313-K1,3537679
C13440-K2,3537680
C01391-K1,3537681
C05108-K1,3537682
C02354-K2,3537683
C05690-K1,3537684
C04571-K2,3537685
C01996-K2,3537686
C01744-K2,3537687
C05381-K2,3537688
C00442-K1,3537689
C06494-K2,3537690
C08269-K1,3537691
C05731-K1,3537692
C10349-K1,3537693
C03218-K2,3537694
C06663-K2,3537695
C06835-K2,3537696
C09241-K2,3537697
C11625-K2,3537698
C05514-K2,3537699
C02502-K2,3537700
C11929-K2,3537701
C01909-K2,3537702
C08450-K2,3537703
C08450-K2,3537704
C10553-K1,3537705
C11709-K2,3537706
C05031-K2,3537707
C11528-K1,3537708
C05514-K2,3537709
C02147-K2,3537710
C05560-K2,3537711
C08945-K2,3537712
C05530-K2,3537713
C09933-K2,3537714
C11709-K2,3537715
C10349-K1,3537716
C02147-K2,3537717
C11923-K2,3537718
C04125-K2,3537719
C01982-K2,3537720
C07365-K1,3537721
C10308-K1,3537722
C11509-K2,3537723
C11625-K2,3537724
C10035-K1,3537725
C06031-K2,3537726
C06208-K1,3537727
C03598-K2,3537728
C00294-K2,3537729
C05530-K2,3537730
C00168-K2,3537731
C08256-K2,3537732
C02902-K2,3537733
C05704-K2,3537734
C13440-K2,3537735
C07671-K2,3537736
C04125-K2,3537737
C09063-K1,3537738
C03125-K2,3537739
C11496-K2,3537740
C11031-K2,3537741
C07585-K1,3537742
C11923-K2,3537743
C11509-K2,3537744
C01155-K2,3537745
C10308-K1,3537746
C06121-K2,3537747
C07585-K1,3537748
C01682-K1,3537749
C03540-K1,3537750
C04125-K2,3537751
C03019-K2,3537752
C04515-K1,3537753
C01868-K1,3537754
C10308-K1,3537755
C01014-K1,3537756
C03019-K2,3537757
C05031-K2,3537758
C01982-K2,3537759
C04656-K1,3537760
C05031-K2,3537761
