device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_0e6dc5e5e1e6,Windows | Windows 10 | chrome 66.0 | 1024x768,Windows,Windows 10,chrome 66.0,1024x768,desktop
DEV_75d85d9cb155,SM-G610M Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G610M Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_6603cd6dadac,Windows | Windows 7 | chrome 66.0 | 1600x1200,Windows,Windows 7,chrome 66.0,1600x1200,desktop
DEV_76a6f7e8de18,XT1096 | Unknown | chrome 66.0 for android | Unknown,XT1096,,chrome 66.0 for android,,mobile
DEV_494a0771acad,DLI-L22 Build/HONORDLI-L22 | Unknown | chrome 66.0 for android | Unknown,DLI-L22 Build/HONORDLI-L22,,chrome 66.0 for android,,mobile
DEV_d5b0c58b01ee,MacOS | Mac OS X 10_11_6 | safari 11.0 | 5120x2880,MacOS,Mac OS X 10_11_6,safari 11.0,5120x2880,desktop
DEV_56098a41c33d,MacOS | Mac OS X 10_13_4 | safari 11.0 | 4096x2304,MacOS,Mac OS X 10_13_4,safari 11.0,4096x2304,desktop
DEV_cff9270f4f07,SM-G800M Build/KOT49H | Unknown | chrome 66.0 for android | Unknown,SM-G800M Build/KOT49H,,chrome 66.0 for android,,mobile
DEV_5144e9846563,SM-G930V Build/MMB29M | Android 6.0.1 | chrome 65.0 for android | 2560x1440,SM-G930V Build/MMB29M,Android 6.0.1,chrome 65.0 for android,2560x1440,mobile
DEV_7840df69ad32,iOS Device | iOS 11.3.0 | firefox | 2001x1125,iOS Device,iOS 11.3.0,firefox,2001x1125,mobile
DEV_3c3b78a9a353,Windows | Windows 10 | chrome 66.0 | 3840x2160,Windows,Windows 10,chrome 66.0,3840x2160,desktop
DEV_682ad6319a4b,MacOS | Mac OS X 10_11_6 | chrome 65.0 | 1600x900,MacOS,Mac OS X 10_11_6,chrome 65.0,1600x900,desktop
DEV_3b579e339a38,ZTE BLADE V8 MINI Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,ZTE BLADE V8 MINI Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_567b9231a180,SM-G570M Build/MMB29K | Unknown | chrome 66.0 for android | Unknown,SM-G570M Build/MMB29K,,chrome 66.0 for android,,mobile
DEV_3ab9e85b3464,SM-J727V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1280x720,SM-J727V Build/NRD90M,Android 7.0,chrome 66.0 for android,1280x720,mobile
DEV_e38316adc79c,iOS Device | iOS 11.4.0 | mobile safari 11.0 | 1334x750,iOS Device,iOS 11.4.0,mobile safari 11.0,1334x750,mobile
DEV_193b3f98cb4e,Redmi 5 Plus Build/N2G47H | Unknown | chrome 66.0 for android | Unknown,Redmi 5 Plus Build/N2G47H,,chrome 66.0 for android,,mobile
DEV_bd87c60b88ab,SM-G800F Build/MMB29K | Unknown | chrome 66.0 for android | Unknown,SM-G800F Build/MMB29K,,chrome 66.0 for android,,mobile
DEV_47b5cb3f2afe,iOS Device | iOS 11.3.1 | google search application 48.0 | 2224x1668,iOS Device,iOS 11.3.1,google search application 48.0,2224x1668,mobile
DEV_01024262e621,E6603 Build/32.4.A.1.54 | Unknown | chrome 66.0 for android | Unknown,E6603 Build/32.4.A.1.54,,chrome 66.0 for android,,mobile
DEV_68e81680b7af,SM-A530F Build/NMF26X | Unknown | chrome 66.0 for android | Unknown,SM-A530F Build/NMF26X,,chrome 66.0 for android,,mobile
DEV_dc651afdb8c4,MacOS | Mac OS X 10_13_3 | safari 11.0 | 1440x900,MacOS,Mac OS X 10_13_3,safari 11.0,1440x900,desktop
DEV_0a83101bc98c,MacOS | Mac OS X 10_13_1 | safari 11.0 | 2880x1800,MacOS,Mac OS X 10_13_1,safari 11.0,2880x1800,desktop
DEV_6605eb8e511e,MYA-L13 Build/HUAWEIMYA-L13 | Unknown | chrome 66.0 for android | Unknown,MYA-L13 Build/HUAWEIMYA-L13,,chrome 66.0 for android,,mobile
DEV_3e3262e5cf05,SM-G925I Build/NRD90M | Unknown | chrome 59.0 for android | Unknown,SM-G925I Build/NRD90M,,chrome 59.0 for android,,mobile
DEV_52b5b0def97f,Lenovo TB3-710F Build/LRX21M | Unknown | chrome 66.0 for android | Unknown,Lenovo TB3-710F Build/LRX21M,,chrome 66.0 for android,,mobile
DEV_66e1107b75f1,Windows | Windows 8.1 | chrome 66.0 | 1024x768,Windows,Windows 8.1,chrome 66.0,1024x768,desktop
DEV_1b8a53e7d9c3,XT1710-02 Build/NDSS26.118-23-19-6 | Android 7.1.1 | chrome 66.0 for android | 1920x1080,XT1710-02 Build/NDSS26.118-23-19-6,Android 7.1.1,chrome 66.0 for android,1920x1080,mobile
DEV_20d86a01539e,Lenovo-A6020l36 Build/LMY47V | Unknown | chrome 43.0 for android | Unknown,Lenovo-A6020l36 Build/LMY47V,,chrome 43.0 for android,,mobile
DEV_5de31dfc3fa8,XT1710-02 Build/NDSS26.118-23-19-6 | Unknown | chrome 66.0 for android | Unknown,XT1710-02 Build/NDSS26.118-23-19-6,,chrome 66.0 for android,,mobile
DEV_241cb9dd69b9,Blade V6 Plus Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,Blade V6 Plus Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_84a2d46fc92d,MacOS | Mac OS X 10_12_5 | safari 10.0 | 2560x1600,MacOS,Mac OS X 10_12_5,safari 10.0,2560x1600,desktop
DEV_fbd396e59d7b,Moto G (5) Build/NPPS25.137-93-4 | Unknown | chrome 65.0 for android | Unknown,Moto G (5) Build/NPPS25.137-93-4,,chrome 65.0 for android,,mobile
DEV_7c3340eca0e5,MacOS | Mac OS X 10_11_6 | safari 11.0 | 1440x900,MacOS,Mac OS X 10_11_6,safari 11.0,1440x900,desktop
DEV_2b16465f3945,MacOS | Mac OS X 10_11_6 | safari 11.0 | 1280x800,MacOS,Mac OS X 10_11_6,safari 11.0,1280x800,desktop
DEV_0948a9ed406c,SM-G965U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2220x1081,SM-G965U Build/R16NW,Android 8.0.0,chrome 66.0 for android,2220x1081,mobile
DEV_cad1848e1408,iOS Device | iOS 11.3.1 | google | 2208x1242,iOS Device,iOS 11.3.1,google,2208x1242,mobile
DEV_1e236a7fd098,Windows | Windows 10 | chrome 66.0 | 1920x1081,Windows,Windows 10,chrome 66.0,1920x1081,desktop
DEV_2e5f5fb13f1b,HTC Desire 650 Build/MMB29M | Unknown | chrome 66.0 for android | Unknown,HTC Desire 650 Build/MMB29M,,chrome 66.0 for android,,mobile
DEV_abe047782e5d,SM-G950F Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G950F Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_fe7b54bb74f2,SAMSUNG-SM-G890A Build/NRD90M | Android 7.0 | chrome 65.0 for android | 2560x1440,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 65.0 for android,2560x1440,mobile
DEV_c39a7c088ee9,Unknown | Linux | chrome 66.0 | 1366x768,,Linux,chrome 66.0,1366x768,desktop
DEV_00e6b42cda97,SM-J710MN Build/MMB29K | Unknown | chrome 66.0 for android | Unknown,SM-J710MN Build/MMB29K,,chrome 66.0 for android,,mobile
DEV_c87e65e05138,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 2560x1440,MacOS,Mac OS X 10_12_6,chrome 66.0,2560x1440,desktop
DEV_a78cf1e2c394,Pixel | Unknown | chrome 66.0 for android | Unknown,Pixel,,chrome 66.0 for android,,mobile
DEV_75ecd9d770ff,MacOS | Mac OS X 10_13_4 | safari 11.0 | 1280x800,MacOS,Mac OS X 10_13_4,safari 11.0,1280x800,desktop
DEV_03c2f3498616,MacOS | Mac OS X 10_10_5 | chrome 65.0 | 3360x2100,MacOS,Mac OS X 10_10_5,chrome 65.0,3360x2100,desktop
DEV_6a6a54a33a2d,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 5120x2880,MacOS,Mac OS X 10_13_4,chrome 66.0,5120x2880,desktop
DEV_f0fde92f9ea6,Windows | Windows 10 | chrome 66.0 | 2736x1824,Windows,Windows 10,chrome 66.0,2736x1824,desktop
DEV_648e604eb4db,MacOS | Mac OS X 10_10_5 | chrome 66.0 | 1440x900,MacOS,Mac OS X 10_10_5,chrome 66.0,1440x900,desktop
DEV_cd44c426b0b9,LGMP260 Build/NRD90U | Android 7.0 | chrome 66.0 for android | 1280x720,LGMP260 Build/NRD90U,Android 7.0,chrome 66.0 for android,1280x720,mobile
DEV_ba5146d19234,Ilium X210 Build/LMY47I | Unknown | chrome 49.0 for android | Unknown,Ilium X210 Build/LMY47I,,chrome 49.0 for android,,mobile
DEV_c2b0cd84c782,SM-J730GM Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-J730GM Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_96c62428da0e,SM-T713 Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-T713 Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_ef7bf222005b,STF-L09 Build/HUAWEISTF-L09 | Unknown | chrome 66.0 for android | Unknown,STF-L09 Build/HUAWEISTF-L09,,chrome 66.0 for android,,mobile
DEV_a04f8ff2bafd,SM-A500M Build/KTU84P | Unknown | chrome 66.0 for android | Unknown,SM-A500M Build/KTU84P,,chrome 66.0 for android,,mobile
DEV_f437165c7351,SAMSUNG SM-A710M Build/NRD90M | Unknown | samsung browser 6.4 | Unknown,SAMSUNG SM-A710M Build/NRD90M,,samsung browser 6.4,,mobile
DEV_49d39a5cfcd8,BLL-L23 Build/HUAWEIBLL-L23 | Unknown | chrome 66.0 for android | Unknown,BLL-L23 Build/HUAWEIBLL-L23,,chrome 66.0 for android,,mobile
DEV_d868ebda55b7,SM-G950U Build/R16NW | Unknown | chrome 66.0 for android | Unknown,SM-G950U Build/R16NW,,chrome 66.0 for android,,mobile
DEV_2570db44732d,SAMSUNG SM-G950U1 Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2220x1080,SAMSUNG SM-G950U1 Build/R16NW,Android 8.0.0,samsung browser 7.0,2220x1080,mobile
DEV_05ea597d6365,SM-G935F Build/MMB29K | Unknown | chrome 66.0 for android | Unknown,SM-G935F Build/MMB29K,,chrome 66.0 for android,,mobile
DEV_41dbd7c93468,SM-G925I Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G925I Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_7b2f66c1ac89,MotoG3 Build/MPIS24.65-33.1-2-16 | Unknown | chrome 66.0 for android | Unknown,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome 66.0 for android,,mobile
DEV_83680db3bce7,SAMSUNG SM-G965U Build/R16NW | Android 8.0.0 | samsung browser 7.0 | 2961x1442,SAMSUNG SM-G965U Build/R16NW,Android 8.0.0,samsung browser 7.0,2961x1442,mobile
DEV_bc73fc53809b,Lenovo PB2-650Y Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,Lenovo PB2-650Y Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_07535445aed7,MacOS | Mac OS X 10_11_6 | safari 11.0 | 1920x1080,MacOS,Mac OS X 10_11_6,safari 11.0,1920x1080,desktop
DEV_1f49318da360,7048A Build/LRX22G | Unknown | chrome 66.0 for android | Unknown,7048A Build/LRX22G,,chrome 66.0 for android,,mobile
DEV_561fc32f6e8c,MacOS | Mac OS X 10_11_6 | safari 9.0 | 1152x720,MacOS,Mac OS X 10_11_6,safari 9.0,1152x720,desktop
DEV_d19ffbc2086b,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 1366x768,MacOS,Mac OS X 10_12_6,chrome 66.0,1366x768,desktop
DEV_697b181c0113,SLA-L03 Build/HUAWEISLA-L03 | Unknown | chrome 66.0 for android | Unknown,SLA-L03 Build/HUAWEISLA-L03,,chrome 66.0 for android,,mobile
DEV_2dee4bf41b63,G3223 Build/42.0.A.4.101 | Unknown | chrome 66.0 for android | Unknown,G3223 Build/42.0.A.4.101,,chrome 66.0 for android,,mobile
DEV_73ebea810345,SM-G570M Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G570M Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_94151a1244f9,VTR-L09 Build/HUAWEIVTR-L09 | Unknown | chrome 66.0 for android | Unknown,VTR-L09 Build/HUAWEIVTR-L09,,chrome 66.0 for android,,mobile
DEV_b565ffccf40a,MacOS | Mac OS X 10_10_5 | safari 10.0 | 1440x900,MacOS,Mac OS X 10_10_5,safari 10.0,1440x900,desktop
DEV_fe0558fbce71,Hisense L675 PRO Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,Hisense L675 PRO Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_c4516c110688,SM-G920F Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-G920F Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_98c9b57c7214,SM-G935V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 1920x1080,SM-G935V Build/NRD90M,Android 7.0,chrome 66.0 for android,1920x1080,mobile
DEV_a0eab99e071c,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 3840x2160,Trident/7.0,Windows 8.1,ie 11.0 for desktop,3840x2160,desktop
DEV_288b8e4829a6,MacOS | Mac OS X 10_11_6 | safari 9.0 | 1440x900,MacOS,Mac OS X 10_11_6,safari 9.0,1440x900,desktop
DEV_715deb9c0471,Windows | Windows 7 | chrome 66.0 | 1920x1081,Windows,Windows 7,chrome 66.0,1920x1081,desktop
DEV_555dd06773e1,LG-K580 Build/MRA58K | Unknown | chrome 66.0 for android | Unknown,LG-K580 Build/MRA58K,,chrome 66.0 for android,,mobile
DEV_4934bda3c978,MacOS | Mac OS X 10_13_2 | safari 11.0 | 2880x1800,MacOS,Mac OS X 10_13_2,safari 11.0,2880x1800,desktop
DEV_df95ba9ac638,AKUS | Unknown | chrome 66.0 for android | Unknown,AKUS,,chrome 66.0 for android,,mobile
DEV_75da62b775c0,XT1650 Build/NCLS26.118-23-13-6-5 | Android 7.1.1 | chrome 66.0 for android | 2560x1440,XT1650 Build/NCLS26.118-23-13-6-5,Android 7.1.1,chrome 66.0 for android,2560x1440,mobile
DEV_15a0972cc3ec,N9560 Build/NMF26F | Android 7.1.1 | chrome 65.0 for android | 1920x1080,N9560 Build/NMF26F,Android 7.1.1,chrome 65.0 for android,1920x1080,mobile
DEV_9c5e99731469,SM-A320FL Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,SM-A320FL Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_f9795783af57,Shift Build/LMY47I | Unknown | chrome 46.0 for android | Unknown,Shift Build/LMY47I,,chrome 46.0 for android,,mobile
DEV_879f201c0a97,EVA-L09 Build/HUAWEIEVA-L09 | Unknown | chrome 66.0 for android | Unknown,EVA-L09 Build/HUAWEIEVA-L09,,chrome 66.0 for android,,mobile
DEV_ddb70c543540,Redmi Note 4 Build/NRD90M | Unknown | chrome 66.0 for android | Unknown,Redmi Note 4 Build/NRD90M,,chrome 66.0 for android,,mobile
DEV_e07a2821cd7d,iOS Device | iOS 10.3.3 | google search application 48.0 | 2048x1536,iOS Device,iOS 10.3.3,google search application 48.0,2048x1536,mobile
DEV_44eb31b6a612,Windows | Windows 8.1 | chrome 66.0 | 1280x1024,Windows,Windows 8.1,chrome 66.0,1280x1024,desktop
DEV_03d89a30f80a,PRA-LX3 Build/HUAWEIPRA-LX3 | Unknown | chrome 66.0 for android | Unknown,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome 66.0 for android,,mobile
DEV_d9f218b375d7,SM-T670 | Android 5.1.1 | chrome 66.0 for android | 1920x1080,SM-T670,Android 5.1.1,chrome 66.0 for android,1920x1080,mobile
DEV_6a9714c9c281,SAMSUNG SM-A510F Build/NRD90M | Unknown | samsung browser 6.4 | Unknown,SAMSUNG SM-A510F Build/NRD90M,,samsung browser 6.4,,mobile
DEV_1cb0219a799c,Unknown | Linux | chrome 66.0 | 2220x1081,,Linux,chrome 66.0,2220x1081,desktop
DEV_a12d56a1e608,MacOS | Mac OS X 10_10_5 | chrome 66.0 | 1280x1024,MacOS,Mac OS X 10_10_5,chrome 66.0,1280x1024,desktop
DEV_63da934bc0cd,Moto G (4) Build/NPJS25.93-14-15 | Unknown | chrome 56.0 for android | Unknown,Moto G (4) Build/NPJS25.93-14-15,,chrome 56.0 for android,,mobile
DEV_bf5f8138f679,Unknown | Unknown | opera 52.0 | Unknown,,,opera 52.0,,desktop
DEV_601b68e93310,Windows | Windows 7 | ie 11.0 for desktop | 1400x1050,Windows,Windows 7,ie 11.0 for desktop,1400x1050,desktop
DEV_ecde031fe35f,TA-1028 Build/NMF26O | Unknown | chrome 66.0 for android | Unknown,TA-1028 Build/NMF26O,,chrome 66.0 for android,,mobile
DEV_8df531b34956,MacOS | Mac OS X 10_12_6 | chrome 66.0 | 3360x2100,MacOS,Mac OS X 10_12_6,chrome 66.0,3360x2100,desktop
DEV_a87c4457a85c,iOS Device | iOS 11.4.1 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.4.1,mobile safari 11.0,2208x1242,mobile
DEV_23693c2b8999,MacOS | Mac OS X 10_13_3 | safari 11.0 | 3840x2160,MacOS,Mac OS X 10_13_3,safari 11.0,3840x2160,desktop
DEV_26b3d96133a9,Moto E (4) Build/NDQS26.69-23-2-3 | Android 7.1.1 | chrome 56.0 for android | 1280x720,Moto E (4) Build/NDQS26.69-23-2-3,Android 7.1.1,chrome 56.0 for android,1280x720,mobile
DEV_b2ce4ba4459f,SM-J320M Build/LMY47V | Unknown | chrome 66.0 for android | Unknown,SM-J320M Build/LMY47V,,chrome 66.0 for android,,mobile
DEV_396f85eaa07b,verykoolS5530 Build/LMY47I | Unknown | chrome 64.0 for android | Unknown,verykoolS5530 Build/LMY47I,,chrome 64.0 for android,,mobile
DEV_27e9053e8f7a,MacOS | Mac OS X 10_11_6 | safari 11.0 | 1920x1200,MacOS,Mac OS X 10_11_6,safari 11.0,1920x1200,desktop
DEV_0a7380d3c77f,iOS Device | iOS 11.3.1 | chrome 66.0 for ios | 1334x750,iOS Device,iOS 11.3.1,chrome 66.0 for ios,1334x750,mobile
DEV_d3c588e66d6a,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2224x1668,iOS Device,iOS 11.2.6,mobile safari 11.0,2224x1668,mobile
DEV_594c8c9b85c1,HTC | Unknown | chrome 66.0 for android | Unknown,HTC,,chrome 66.0 for android,,mobile
DEV_3fcdb9d9ad5f,F3213 Build/36.1.A.1.86 | Unknown | chrome 66.0 for android | Unknown,F3213 Build/36.1.A.1.86,,chrome 66.0 for android,,mobile
DEV_7a01fa4b6174,Trident/7.0 | Windows 10 | ie 11.0 for tablet | 2159x1440,Trident/7.0,Windows 10,ie 11.0 for tablet,2159x1440,desktop
DEV_f6125567be4b,Windows | Windows 10 | edge 17.0 | 1919x1079,Windows,Windows 10,edge 17.0,1919x1079,desktop
DEV_a00fa0b88193,SM-G532M Build/MMB29T | Unknown | chrome 66.0 for android | Unknown,SM-G532M Build/MMB29T,,chrome 66.0 for android,,mobile
DEV_f48a4f928cd8,SAMSUNG-SM-N920A Build/NRD90M | Unknown | chrome 64.0 for android | Unknown,SAMSUNG-SM-N920A Build/NRD90M,,chrome 64.0 for android,,mobile
DEV_4ce142635f3e,Moto G (5) Build/NPPS25.137-15-11 | Unknown | chrome 66.0 for android | Unknown,Moto G (5) Build/NPPS25.137-15-11,,chrome 66.0 for android,,mobile
DEV_965164010b2e,Moto Z (2 | Unknown | chrome 66.0 for android | Unknown,Moto Z (2,,chrome 66.0 for android,,mobile
DEV_2f53d5a521c5,Lenovo A2016b30 Build/MRA58K | Unknown | chrome 59.0 for android | Unknown,Lenovo A2016b30 Build/MRA58K,,chrome 59.0 for android,,mobile
DEV_1e0ab549d0d2,Windows | Windows 10 | chrome 66.0 | 3200x1800,Windows,Windows 10,chrome 66.0,3200x1800,desktop
DEV_053ce5a52f36,SM-J327P Build/MMB29M | Unknown | chrome 66.0 for android | Unknown,SM-J327P Build/MMB29M,,chrome 66.0 for android,,mobile
DEV_ce97b83362a0,SM-T560NU Build/NMF26X | Unknown | chrome 66.0 for android | Unknown,SM-T560NU Build/NMF26X,,chrome 66.0 for android,,mobile
DEV_2ad7d1d33bc2,HTC Desire 530 Build/MMB29M | Unknown | chrome 66.0 for android | Unknown,HTC Desire 530 Build/MMB29M,,chrome 66.0 for android,,mobile
DEV_2d64e546554a,MacOS | Mac OS X 10_11_6 | chrome 66.0 | 1280x800,MacOS,Mac OS X 10_11_6,chrome 66.0,1280x800,desktop
DEV_99f072491fb1,MotoG3-TE Build/MPDS24.65-33-1-30 | Unknown | chrome 54.0 for android | Unknown,MotoG3-TE Build/MPDS24.65-33-1-30,,chrome 54.0 for android,,mobile
DEV_164f86ce4d45,LG-D693n Build/LRX22G | Unknown | chrome 49.0 for android | Unknown,LG-D693n Build/LRX22G,,chrome 49.0 for android,,mobile
DEV_1084329ad85b,verykoolS5005 | Unknown | chrome | Unknown,verykoolS5005,,chrome,,mobile
DEV_c8f2361b82b7,Android 5.1.1 | Unknown | android browser 4.0 | Unknown,Android 5.1.1,,android browser 4.0,,mobile
DEV_e469edaa9235,LG-X180g Build/LMY47I | Unknown | chrome 66.0 for android | Unknown,LG-X180g Build/LMY47I,,chrome 66.0 for android,,mobile
DEV_ad87fed28af5,GT-I8190L Build/JZO54K | Unknown | chrome 66.0 for android | Unknown,GT-I8190L Build/JZO54K,,chrome 66.0 for android,,mobile
DEV_ca347e72d5b9,LG-LS997 Build/NRD90M | Android 7.0 | chrome 56.0 for android | 2560x1440,LG-LS997 Build/NRD90M,Android 7.0,chrome 56.0 for android,2560x1440,mobile
DEV_9652a80bcce5,Unknown | Linux | chrome 66.0 | 1280x800,,Linux,chrome 66.0,1280x800,desktop
DEV_2324a1828f60,MacOS | Mac OS X 10_13_4 | chrome 66.0 | 1848x1155,MacOS,Mac OS X 10_13_4,chrome 66.0,1848x1155,desktop
DEV_9913db825648,SAMSUNG | Android | samsung | 1920x1080,SAMSUNG,Android,samsung,1920x1080,mobile
DEV_878b122c73cc,Moto G (5) Plus Build/NPNS25.137-92-8 | Unknown | chrome 66.0 for android | Unknown,Moto G (5) Plus Build/NPNS25.137-92-8,,chrome 66.0 for android,,mobile
DEV_7b9b8c604745,SAMSUNG-SM-G890A Build/MMB29K | Unknown | chrome 66.0 for android | Unknown,SAMSUNG-SM-G890A Build/MMB29K,,chrome 66.0 for android,,mobile
DEV_df650a21cca1,iOS Device | iOS 11.2.0 | google search application 48.0 | 1334x750,iOS Device,iOS 11.2.0,google search application 48.0,1334x750,mobile
DEV_3b785cfc1a78,HUAWEI NXT-L09 Build/HUAWEINXT-L09 | Unknown | chrome 66.0 for android | Unknown,HUAWEI NXT-L09 Build/HUAWEINXT-L09,,chrome 66.0 for android,,mobile
DEV_e1bc357e0c7e,Windows | Windows 7 | firefox 60.0 | 1366x768,Windows,Windows 7,firefox 60.0,1366x768,desktop
DEV_c230eb51ff66,Windows | Unknown | firefox 60.0 | Unknown,Windows,,firefox 60.0,,desktop
DEV_3c02d265c358,LG-D722 | Unknown | chrome 66.0 for android | Unknown,LG-D722,,chrome 66.0 for android,,mobile
DEV_33a50c97023f,SM-G900M Build/LRX21T | Unknown | chrome 66.0 for android | Unknown,SM-G900M Build/LRX21T,,chrome 66.0 for android,,mobile
DEV_0dae86de6cb1,A3-A20 | Unknown | chrome 66.0 for android | Unknown,A3-A20,,chrome 66.0 for android,,mobile
DEV_55371121cd01,Unknown | Android | chrome 66.0 | 2560x1440,,Android,chrome 66.0,2560x1440,mobile
DEV_5fdd49829ca8,SM-N950U Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2220x1080,SM-N950U Build/R16NW,Android 8.0.0,chrome 66.0 for android,2220x1080,mobile
DEV_ca05a0cc661d,Windows | Windows 10 | firefox 60.0 | 1920x1080,Windows,Windows 10,firefox 60.0,1920x1080,desktop
DEV_0875e46d4ebc,rv:59.0 | Windows 7 | firefox 59.0 | 0x0,rv:59.0,Windows 7,firefox 59.0,0x0,desktop
DEV_1cdb696ba936,iOS Device | iOS 11.1.2 | google search application 48.0 | 2048x1536,iOS Device,iOS 11.1.2,google search application 48.0,2048x1536,mobile
DEV_e04470d40524,Windows | Windows 10 | chrome 66.0 | 3000x2000,Windows,Windows 10,chrome 66.0,3000x2000,desktop
DEV_870decb5e019,8050G Build/LMY47I | Unknown | chrome 66.0 for android | Unknown,8050G Build/LMY47I,,chrome 66.0 for android,,mobile
DEV_b99e9071bcee,Y635-L03 Build/HuaweiY635-L03 | Unknown | chrome 66.0 for android | Unknown,Y635-L03 Build/HuaweiY635-L03,,chrome 66.0 for android,,mobile
DEV_484d4d89ba11,LGMS550 Build/MXB48T | Android 6.0.1 | chrome 66.0 for android | 1280x720,LGMS550 Build/MXB48T,Android 6.0.1,chrome 66.0 for android,1280x720,mobile
DEV_7ce8fe56efcd,Trident/7.0 | Windows 8.1 | ie 11.0 for desktop | 1359x768,Trident/7.0,Windows 8.1,ie 11.0 for desktop,1359x768,desktop
DEV_7f7bb37eaab9,Pixel | Android 8.1.0 | chrome 66.0 for android | 1921x1081,Pixel,Android 8.1.0,chrome 66.0 for android,1921x1081,mobile
DEV_cd94c66f68ca,SM-G850M | Unknown | chrome 66.0 for android | Unknown,SM-G850M,,chrome 66.0 for android,,mobile
DEV_1ae5080857fb,TRT-L53 Build/HUAWEITRT-L53 | Unknown | chrome 66.0 for android | Unknown,TRT-L53 Build/HUAWEITRT-L53,,chrome 66.0 for android,,mobile
DEV_f80ebc35b190,MacOS | Mac OS X 10_12_6 | safari 11.0 | 2048x1280,MacOS,Mac OS X 10_12_6,safari 11.0,2048x1280,desktop
DEV_19afa1e32b2d,Windows | Windows 10 | chrome 66.0 | 1092x614,Windows,Windows 10,chrome 66.0,1092x614,desktop
DEV_e15d14768eb1,MacOS | Mac | chrome 66.0 | 1920x1080,MacOS,Mac,chrome 66.0,1920x1080,desktop
DEV_c05125bf70ad,SM-G950F Build/R16NW | Android 8.0.0 | chrome 66.0 for android | 2220x1080,SM-G950F Build/R16NW,Android 8.0.0,chrome 66.0 for android,2220x1080,mobile
DEV_e04071df6248,HTC Desire 10 lifestyle Build/MMB29M | Unknown | chrome 66.0 for android | Unknown,HTC Desire 10 lifestyle Build/MMB29M,,chrome 66.0 for android,,mobile
DEV_b535250eee44,iOS Device | iOS 11.2.6 | mobile safari 11.0 | 2436x1125,iOS Device,iOS 11.2.6,mobile safari 11.0,2436x1125,mobile
DEV_f4e0843dda00,moto x4 Build/NPW26.83-42 | Unknown | chrome 65.0 for android | Unknown,moto x4 Build/NPW26.83-42,,chrome 65.0 for android,,mobile
DEV_e1ebda2f080d,SM-G920V Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2560x1440,SM-G920V Build/NRD90M,Android 7.0,chrome 66.0 for android,2560x1440,mobile
DEV_fe3f240c2e57,Blade L5 Build/LMY47I | Unknown | chrome 66.0 for android | Unknown,Blade L5 Build/LMY47I,,chrome 66.0 for android,,mobile
DEV_fff5c0a22bcd,SM-J727T1 Build/NRD90M | Unknown | chrome 60.0 for android | Unknown,SM-J727T1 Build/NRD90M,,chrome 60.0 for android,,mobile
DEV_af84c570fe2f,SM-T555 | Unknown | chrome 66.0 for android | Unknown,SM-T555,,chrome 66.0 for android,,mobile
