from_transaction,to_transaction,delta_seconds
3531434,3533847,0
3533847,3536646,0
3536646,3536868,0
3536868,3537032,0
3537032,3545118,0
3545118,3552315,0
3552315,3554609,0
3554609,3558115,0
3558115,3560577,0
3560577,3561744,0
3561744,3563862,0
3563862,3571899,0
3571899,3575246,0
3575246,3577061,0
3577061,3577895,0
3577895,3581489,0
3013872,3013899,0
3013899,3124803,0
3013876,3040912,0
3040912,3083334,0
3083334,3142280,0
3142280,3142309,0
3142309,3201429,0
3201429,3228642,0
3228642,3230185,0
3230185,3352948,0
3013879,3022408,0
3022408,3131450,0
3131450,3131480,0
3131480,3131518,0
3131518,3132237,0
3132237,3132250,0
3132250,3134738,0
3134738,3134746,0
3134746,3134838,0
3134838,3139494,0
3139494,3139535,0
3139535,3143878,0
3143878,3143989,0
3143989,3146470,0
3146470,3146913,0
3146913,3148769,0
3148769,3148807,0
3148807,3150452,0
3150452,3159061,0
3159061,3218942,0
3218942,3220929,0
3220929,3222887,0
3222887,3243828,0
3243828,3276220,0
3276220,3327809,0
3327809,3342433,0
3342433,3422710,0
3422710,3432793,0
3432793,3434229,0
3434229,3514230,0
3514230,3576048,0
3576048,3576775,0
3013882,3027363,0
3027363,3027401,0
3027401,3067064,0
3067064,3067098,0
3067098,3160697,0
3160697,3192664,0
3192664,3215360,0
3215360,3302052,0
3302052,3302055,0
3302055,3307106,0
3307106,3360440,0
3360440,3372251,0
3372251,3415261,0
3013884,3019552,0
3019552,3027537,0
3027537,3037310,0
3037310,3066812,0
3066812,3072452,0
3072452,3077597,0
3077597,3080262,0
3080262,3088156,0
3088156,3091452,0
3091452,3091621,0
3091621,3092318,0
3092318,3101627,0
3101627,3123112,0
3123112,3146996,0
3146996,3148243,0
3148243,3166817,0
3166817,3184525,0
3184525,3190574,0
3190574,3218680,0
3218680,3221289,0
3221289,3224074,0
3224074,3227412,0
3227412,3236838,0
3236838,3238506,0
3238506,3258372,0
3258372,3262839,0
3262839,3265536,0
3265536,3269027,0
3269027,3269038,0
3269038,3269469,0
3269469,3270830,0
3270830,3296259,0
3296259,3297553,0
3297553,3317370,0
3317370,3322472,0
3322472,3326302,0
3326302,3329865,0
3329865,3340941,0
3340941,3340970,0
3340970,3368370,0
3368370,3379902,0
3379902,3386605,0
3386605,3392251,0
3392251,3402328,0
3402328,3402394,0
3402394,3404682,0
3404682,3406079,0
3406079,3421316,0
3421316,3421359,0
3421359,3429100,0
3429100,3443586,0
3443586,3450925,0
3450925,3471656,0
3471656,3473469,0
3473469,3481003,0
3481003,3489480,0
3489480,3501104,0
3501104,3505883,0
3505883,3508315,0
3508315,3543798,0
3543798,3552427,0
3552427,3559130,0
3559130,3578942,0
3578942,3579211,0
3013892,3059595,0
3059595,3067358,0
3067358,3094232,0
3094232,3100288,0
3100288,3119807,0
3119807,3123193,0
3123193,3123227,0
3123227,3151849,0
3151849,3170233,0
3170233,3210704,0
3210704,3211590,0
3211590,3241448,0
3241448,3255214,0
3255214,3266194,0
3266194,3266327,0
3266327,3268801,0
3268801,3275936,0
3275936,3281880,0
3281880,3292382,0
3292382,3293549,0
3293549,3294371,0
3294371,3298237,0
3298237,3306961,0
3306961,3310699,0
3310699,3318417,0
3318417,3318637,0
3318637,3338448,0
3338448,3343659,0
3343659,3348439,0
3348439,3357901,0
3357901,3357981,0
3357981,3358129,0
3358129,3358239,0
3358239,3365364,0
3365364,3367352,0
3367352,3390181,0
3390181,3390231,0
3390231,3390245,0
3390245,3399631,0
3399631,3407327,0
3407327,3411830,0
3411830,3415064,0
3415064,3419276,0
3419276,3421050,0
3421050,3430749,0
3430749,3430907,0
3430907,3444824,0
3444824,3451491,0
3451491,3453736,0
3453736,3470879,0
3470879,3472901,0
3472901,3475627,0
3475627,3484541,0
3484541,3490724,0
3490724,3541232,0
3541232,3541249,0
3541249,3551710,0
3551710,3551762,0
3551762,3551904,0
3551904,3554804,0
3554804,3554889,0
3554889,3570513,0
3570513,3573987,0
3573987,3583663,0
3583663,3585997,0
3585997,3588907,0
3588907,3590439,0
3013897,3092009,0
3092009,3232148,0
3232148,3256710,0
3256710,3263762,0
3263762,3263806,0
3263806,3263837,0
3263837,3263883,0
3263883,3407733,0
3407733,3419086,0
3419086,3420502,0
3420502,3420617,0
3420617,3461853,0
3461853,3461882,0
3461882,3464149,0
3464149,3466230,0
3013898,3019949,0
3019949,3032756,0
3032756,3034456,0
3034456,3036309,0
3036309,3049565,0
3049565,3060143,0
3060143,3063640,0
3063640,3074723,0
3074723,3075516,0
3075516,3075724,0
3075724,3079938,0
3079938,3082323,0
3082323,3084596,0
3084596,3106531,0
3106531,3120131,0
3120131,3122244,0
3122244,3128216,0
3128216,3128451,0
3128451,3131421,0
3131421,3138276,0
3138276,3139211,0
3139211,3143467,0
3143467,3150366,0
3150366,3156256,0
3156256,3158991,0
3158991,3159011,0
3159011,3159043,0
3159043,3163599,0
3163599,3164901,0
3164901,3180521,0
3180521,3182213,0
3182213,3184537,0
3184537,3184548,0
3184548,3187657,0
3187657,3188184,0
3188184,3191773,0
3191773,3194477,0
3194477,3196106,0
3196106,3196380,0
3196380,3198815,0
3198815,3209491,0
3209491,3214998,0
3214998,3223792,0
3223792,3226645,0
3226645,3227483,0
3227483,3231831,0
3231831,3234360,0
3234360,3234422,0
3234422,3237358,0
3237358,3240732,0
3240732,3245927,0
3245927,3245935,0
3245935,3248648,0
3248648,3248669,0
3248669,3254344,0
3254344,3260966,0
3260966,3262176,0
3262176,3263482,0
3263482,3271101,0
3013901,3060917,0
3060917,3062160,0
3062160,3074743,0
3074743,3078198,0
3078198,3095642,0
3095642,3098797,0
3098797,3103232,0
3103232,3106922,0
3106922,3110547,0
3110547,3122576,0
3122576,3380079,0
3013910,3014099,0
3014099,3014400,0
3014400,3014412,0
3014412,3015137,0
3015137,3017403,0
3017403,3017405,0
3017405,3017559,0
3017559,3017696,0
3017696,3019163,0
3019163,3019701,0
3019701,3019714,0
3019714,3020423,0
3020423,3020997,0
3020997,3022058,0
3022058,3022202,0
3022202,3023183,0
3023183,3023279,0
3023279,3023386,0
3023386,3023432,0
3023432,3024028,0
3024028,3024429,0
3024429,3024626,0
3024626,3024734,0
3024734,3025034,0
3025034,3026660,0
3026660,3026832,0
3026832,3028316,0
3028316,3028384,0
3028384,3028662,0
3028662,3028989,0
3028989,3029238,0
3029238,3030403,0
3030403,3031186,0
3031186,3031692,0
3031692,3031763,0
3031763,3031846,0
3031846,3033072,0
3033072,3033403,0
3033403,3033456,0
3033456,3034035,0
3034035,3034438,0
3034438,3034604,0
3034604,3034815,0
3034815,3034914,0
3034914,3035339,0
3035339,3036589,0
3036589,3037369,0
3037369,3038372,0
3038372,3039132,0
3039132,3039144,0
3039144,3039196,0
3039196,3039444,0
3039444,3039804,0
3039804,3039826,0
3039826,3040905,0
3040905,3042194,0
3042194,3042305,0
3042305,3042998,0
3042998,3043063,0
3043063,3043247,0
3043247,3043302,0
3043302,3043450,0
3043450,3043651,0
3043651,3043907,0
3043907,3044443,0
3044443,3044614,0
3044614,3045505,0
3045505,3046814,0
3046814,3046966,0
3046966,3046991,0
3046991,3047016,0
3047016,3047718,0
3047718,3048502,0
3048502,3048918,0
3048918,3049337,0
3049337,3049478,0
3049478,3050054,0
3050054,3050363,0
3050363,3051700,0
3051700,3052179,0
3052179,3054323,0
3054323,3055381,0
3055381,3055392,0
3055392,3056105,0
3056105,3056591,0
3056591,3056953,0
3056953,3057096,0
3057096,3057186,0
3057186,3057252,0
3057252,3059104,0
3059104,3060512,0
3060512,3060892,0
3060892,3060985,0
3060985,3061989,0
3061989,3062033,0
3062033,3063214,0
3063214,3063556,0
3063556,3066818,0
3066818,3066926,0
3066926,3067210,0
3067210,3067445,0
3067445,3067532,0
3067532,3067682,0
3067682,3067707,0
3067707,3067933,0
3067933,3068611,0
3068611,3068634,0
3068634,3069158,0
3069158,3069225,0
3069225,3069368,0
3069368,3070864,0
3070864,3071107,0
3071107,3071998,0
3071998,3072233,0
3072233,3072881,0
3072881,3074175,0
3074175,3074465,0
3074465,3075398,0
3075398,3075680,0
3075680,3076088,0
3076088,3076095,0
3076095,3077141,0
3077141,3077897,0
3077897,3078635,0
3078635,3079831,0
3079831,3080119,0
3080119,3080951,0
3080951,3080985,0
3080985,3082292,0
3082292,3082986,0
3082986,3083947,0
3083947,3084026,0
3084026,3085230,0
3085230,3087578,0
3087578,3087638,0
3087638,3088362,0
3088362,3089459,0
3089459,3091108,0
3091108,3092498,0
3092498,3092579,0
3092579,3093030,0
3093030,3093452,0
3093452,3093659,0
3093659,3094161,0
3094161,3094431,0
3094431,3094829,0
3094829,3095722,0
3095722,3095954,0
3095954,3096112,0
3096112,3096426,0
3096426,3099079,0
3099079,3099266,0
3099266,3099291,0
3099291,3099336,0
3099336,3099432,0
3099432,3099457,0
3099457,3099768,0
3099768,3100516,0
3100516,3103397,0
3103397,3103950,0
3103950,3104545,0
3104545,3104796,0
3104796,3105725,0
3105725,3106389,0
3106389,3106456,0
3106456,3107140,0
3107140,3107702,0
3107702,3108000,0
3108000,3108069,0
3108069,3108107,0
3108107,3108380,0
3108380,3108443,0
3108443,3108680,0
3108680,3109097,0
3109097,3109116,0
3109116,3110881,0
3110881,3110957,0
3110957,3111362,0
3111362,3111935,0
3111935,3112087,0
3112087,3112603,0
3112603,3112744,0
3112744,3113299,0
3113299,3113374,0
3113374,3113494,0
3113494,3113759,0
3113759,3113855,0
3113855,3113860,0
3113860,3114736,0
3114736,3114958,0
3114958,3115808,0
3115808,3116431,0
3116431,3116561,0
3116561,3116626,0
3116626,3116689,0
3116689,3117965,0
3117965,3118169,0
3118169,3118464,0
3118464,3118472,0
3118472,3118685,0
3118685,3120172,0
3120172,3120622,0
3120622,3120672,0
3120672,3120687,0
3120687,3120891,0
3120891,3121143,0
3121143,3121178,0
3121178,3121697,0
3121697,3121838,0
3121838,3122327,0
3122327,3122541,0
3122541,3122585,0
3122585,3123000,0
3123000,3123030,0
3123030,3123082,0
3123082,3123285,0
3123285,3123308,0
3123308,3123625,0
3123625,3123666,0
3123666,3124315,0
3124315,3124627,0
3124627,3125530,0
3125530,3125565,0
3125565,3126019,0
3126019,3127327,0
3127327,3127461,0
3127461,3127517,0
3127517,3128874,0
3128874,3129394,0
3129394,3131160,0
3131160,3133344,0
3133344,3135638,0
3135638,3136435,0
3136435,3138244,0
3138244,3138397,0
3138397,3138538,0
3138538,3138638,0
3138638,3138670,0
3138670,3138781,0
3138781,3139440,0
3139440,3139974,0
3139974,3140153,0
3140153,3140437,0
3140437,3142265,0
3142265,3142346,0
3142346,3144142,0
3144142,3144385,0
3144385,3144518,0
3144518,3144763,0
3144763,3146039,0
3146039,3146161,0
3146161,3147298,0
3147298,3148026,0
3148026,3148180,0
3148180,3149728,0
3149728,3150258,0
3150258,3151997,0
3151997,3152566,0
3152566,3153110,0
3153110,3153321,0
3153321,3153589,0
3153589,3153894,0
3153894,3154996,0
3154996,3155005,0
3155005,3155006,0
3155006,3155222,0
3155222,3155274,0
3155274,3155384,0
3155384,3155399,0
3155399,3155438,0
3155438,3155455,0
3155455,3156232,0
3156232,3156777,0
3156777,3156964,0
3156964,3157025,0
3157025,3157387,0
3157387,3157394,0
3157394,3157633,0
3157633,3157746,0
3157746,3158432,0
3158432,3158449,0
3158449,3158458,0
3158458,3158496,0
3158496,3159414,0
3159414,3160795,0
3160795,3161453,0
3161453,3161627,0
3161627,3162146,0
3162146,3162259,0
3162259,3162896,0
3162896,3163400,0
3163400,3163671,0
3163671,3165441,0
3165441,3165530,0
3165530,3166091,0
3166091,3166589,0
3166589,3167833,0
3167833,3168907,0
3168907,3168983,0
3168983,3169034,0
3169034,3169599,0
3169599,3169885,0
3169885,3170610,0
3170610,3171828,0
3171828,3172085,0
3172085,3173328,0
3173328,3173519,0
3173519,3174915,0
3174915,3175993,0
3175993,3176176,0
3176176,3176391,0
3176391,3177166,0
3177166,3177633,0
3177633,3178655,0
3178655,3178763,0
3178763,3178871,0
3178871,3178935,0
3178935,3178946,0
3178946,3178990,0
3178990,3179914,0
3179914,3180114,0
3180114,3180764,0
3180764,3181522,0
3181522,3181818,0
3181818,3182829,0
3182829,3182874,0
3182874,3182962,0
3182962,3183956,0
3183956,3184200,0
3184200,3184444,0
3184444,3185172,0
3185172,3185396,0
3185396,3186237,0
3186237,3187296,0
3187296,3187870,0
3187870,3189839,0
3189839,3190302,0
3190302,3190371,0
3190371,3190375,0
3190375,3192135,0
3192135,3192235,0
3192235,3194537,0
3194537,3195000,0
3195000,3195143,0
3195143,3195440,0
3195440,3195514,0
3195514,3196305,0
3196305,3196310,0
3196310,3196674,0
3196674,3198097,0
3198097,3198141,0
3198141,3200832,0
3200832,3201025,0
3201025,3201054,0
3201054,3202201,0
3202201,3202385,0
3202385,3202439,0
3202439,3202889,0
3202889,3203681,0
3203681,3203712,0
3203712,3205402,0
3205402,3206349,0
3206349,3207288,0
3207288,3207357,0
3207357,3207378,0
3207378,3207886,0
3207886,3208077,0
3208077,3209085,0
3209085,3209276,0
3209276,3210332,0
3210332,3210455,0
3210455,3212151,0
3212151,3212559,0
3212559,3212882,0
3212882,3212985,0
3212985,3213990,0
3213990,3216566,0
3216566,3216837,0
3216837,3217234,0
3217234,3217496,0
3217496,3217619,0
3217619,3218222,0
3218222,3218365,0
3218365,3218693,0
3218693,3218697,0
3218697,3218822,0
3218822,3218952,0
3218952,3220501,0
3220501,3220688,0
3220688,3220898,0
3220898,3222332,0
3222332,3222388,0
3222388,3222438,0
3222438,3222442,0
3222442,3223377,0
3223377,3224537,0
3224537,3224810,0
3224810,3225306,0
3225306,3226178,0
3226178,3226771,0
3226771,3227257,0
3227257,3227270,0
3227270,3227394,0
3227394,3227518,0
3227518,3229206,0
3229206,3229352,0
3229352,3231606,0
3231606,3234897,0
3234897,3235664,0
3235664,3235945,0
3235945,3236366,0
3236366,3237118,0
3237118,3237401,0
3237401,3237502,0
3237502,3237517,0
3237517,3238598,0
3238598,3240451,0
3240451,3240842,0
3240842,3241426,0
3241426,3241439,0
3241439,3241750,0
3241750,3241897,0
3241897,3242627,0
3242627,3243707,0
3243707,3244128,0
3244128,3245383,0
3245383,3245670,0
3245670,3245908,0
3245908,3246301,0
3246301,3246462,0
3246462,3246712,0
3246712,3246867,0
3246867,3247460,0
3247460,3247468,0
3247468,3248110,0
3248110,3248133,0
3248133,3248226,0
3248226,3248231,0
3248231,3249229,0
3249229,3249642,0
3249642,3249982,0
3249982,3250267,0
3250267,3250377,0
3250377,3251481,0
3251481,3252061,0
3252061,3252420,0
3252420,3254068,0
3254068,3254822,0
3254822,3255313,0
3255313,3257039,0
3257039,3257449,0
3257449,3257519,0
3257519,3257642,0
3257642,3257705,0
3257705,3258007,0
3258007,3258857,0
3258857,3258993,0
3258993,3259507,0
3259507,3261217,0
3261217,3261236,0
3261236,3262099,0
3262099,3264410,0
3264410,3266154,0
3266154,3266446,0
3266446,3267007,0
3267007,3267044,0
3267044,3267750,0
3267750,3267794,0
3267794,3270188,0
3270188,3270242,0
3270242,3273789,0
3273789,3273951,0
3273951,3274670,0
3274670,3275288,0
3275288,3275442,0
3275442,3275654,0
3275654,3277029,0
3277029,3277169,0
3277169,3277176,0
3277176,3277266,0
3277266,3280053,0
3280053,3280138,0
3280138,3280169,0
3280169,3280247,0
3280247,3280293,0
3280293,3280297,0
3280297,3280300,0
3280300,3280472,0
3280472,3280486,0
3280486,3280608,0
3280608,3280672,0
3280672,3280825,0
3280825,3281039,0
3281039,3281486,0
3281486,3281502,0
3281502,3281503,0
3281503,3281520,0
3281520,3281783,0
3281783,3283002,0
3283002,3283360,0
3283360,3285380,0
3285380,3287030,0
3287030,3287068,0
3287068,3287130,0
3287130,3287257,0
3287257,3287435,0
3287435,3287862,0
3287862,3289083,0
3289083,3289100,0
3289100,3289591,0
3289591,3291575,0
3291575,3291715,0
3291715,3292757,0
3292757,3292819,0
3292819,3293086,0
3293086,3293680,0
3293680,3294274,0
3294274,3296033,0
3296033,3297009,0
3297009,3297132,0
3297132,3297645,0
3297645,3298042,0
3298042,3299483,0
3299483,3300422,0
3300422,3301008,0
3301008,3301271,0
3301271,3301914,0
3301914,3302438,0
3302438,3305537,0
3305537,3305583,0
3305583,3305588,0
3305588,3305686,0
3305686,3307277,0
3307277,3307286,0
3307286,3310847,0
3310847,3313223,0
3313223,3314079,0
3314079,3316477,0
3316477,3317621,0
3317621,3318557,0
3318557,3320484,0
3320484,3321801,0
3321801,3321840,0
3321840,3322086,0
3322086,3323943,0
3323943,3324460,0
3324460,3324580,0
3324580,3325122,0
3325122,3328022,0
3328022,3328718,0
3328718,3329254,0
3329254,3330184,0
3330184,3330211,0
3330211,3330580,0
3330580,3331035,0
3331035,3331934,0
3331934,3332473,0
3332473,3332492,0
3332492,3332562,0
3332562,3334052,0
3334052,3334184,0
3334184,3334276,0
3334276,3334279,0
3334279,3334411,0
3334411,3334564,0
3334564,3334618,0
3334618,3334638,0
3334638,3334765,0
3334765,3334843,0
3334843,3335099,0
3335099,3335123,0
3335123,3335124,0
3335124,3335130,0
3335130,3335414,0
3335414,3335674,0
3335674,3336046,0
3336046,3336271,0
3336271,3337355,0
3337355,3337390,0
3337390,3337393,0
3337393,3338750,0
3338750,3339135,0
3339135,3339588,0
3339588,3339612,0
3339612,3339613,0
3339613,3339615,0
3339615,3340061,0
3340061,3340136,0
3340136,3340722,0
3340722,3341138,0
3341138,3341428,0
3341428,3342115,0
3342115,3343868,0
3343868,3345086,0
3345086,3345437,0
3345437,3346673,0
3346673,3346809,0
3346809,3346958,0
3346958,3347953,0
3347953,3348687,0
3348687,3348810,0
3348810,3349129,0
3349129,3349435,0
3349435,3350775,0
3350775,3351266,0
3351266,3351720,0
3351720,3352293,0
3352293,3353948,0
3353948,3354695,0
3354695,3356380,0
3356380,3356858,0
3356858,3357374,0
3357374,3358388,0
3358388,3358933,0
3358933,3360265,0
3360265,3360628,0
3360628,3360673,0
3360673,3361043,0
3361043,3361122,0
3361122,3361204,0
3361204,3361318,0
3361318,3361609,0
3361609,3361995,0
3361995,3362742,0
3362742,3363678,0
3363678,3365440,0
3365440,3365637,0
3365637,3365998,0
3365998,3366204,0
3366204,3367669,0
3367669,3368535,0
3368535,3369312,0
3369312,3369541,0
3369541,3369783,0
3369783,3370059,0
3370059,3370656,0
3370656,3370787,0
3370787,3371429,0
3371429,3372435,0
3372435,3372971,0
3372971,3373040,0
3373040,3374480,0
3374480,3375137,0
3375137,3375462,0
3375462,3375838,0
3375838,3376052,0
3376052,3376714,0
3376714,3377110,0
3377110,3377794,0
3377794,3378824,0
3378824,3379244,0
3379244,3379658,0
3379658,3380683,0
3380683,3381130,0
3381130,3381709,0
3381709,3381930,0
3381930,3381939,0
3381939,3382492,0
3382492,3382711,0
3382711,3382986,0
3382986,3384342,0
3384342,3385823,0
3385823,3386339,0
3386339,3386682,0
3386682,3386692,0
3386692,3387000,0
3387000,3387335,0
3387335,3387860,0
3387860,3387877,0
3387877,3387957,0
3387957,3387961,0
3387961,3387969,0
3387969,3389506,0
3389506,3389614,0
3389614,3389988,0
3389988,3390013,0
3390013,3390139,0
3390139,3391331,0
3391331,3391755,0
3391755,3392228,0
3392228,3392626,0
3392626,3392643,0
3392643,3392659,0
3392659,3392709,0
3392709,3393357,0
3393357,3395007,0
3395007,3395406,0
3395406,3395407,0
3395407,3395637,0
3395637,3395890,0
3395890,3396026,0
3396026,3396175,0
3396175,3396186,0
3396186,3397145,0
3397145,3398211,0
3398211,3398800,0
3398800,3399044,0
3399044,3399073,0
3399073,3399461,0
3399461,3399959,0
3399959,3400270,0
3400270,3400340,0
3400340,3400485,0
3400485,3401135,0
3401135,3401636,0
3401636,3401831,0
3401831,3402093,0
3402093,3402304,0
3402304,3402930,0
3402930,3404514,0
3404514,3404551,0
3404551,3404667,0
3404667,3405985,0
3405985,3406757,0
3406757,3407560,0
3407560,3408353,0
3408353,3409544,0
3409544,3409636,0
3409636,3409736,0
3409736,3409856,0
3409856,3409869,0
3409869,3410463,0
3410463,3410825,0
3410825,3410839,0
3410839,3410993,0
3410993,3413221,0
3413221,3414214,0
3414214,3414758,0
3414758,3415795,0
3415795,3416746,0
3416746,3416751,0
3416751,3416777,0
3416777,3417207,0
3417207,3418534,0
3418534,3418743,0
3418743,3419005,0
3419005,3419366,0
3419366,3421548,0
3421548,3421570,0
3421570,3422088,0
3422088,3422396,0
3422396,3422429,0
3422429,3422651,0
3422651,3423481,0
3423481,3423598,0
3423598,3423737,0
3423737,3424157,0
3424157,3425616,0
3425616,3427583,0
3427583,3428314,0
3428314,3428896,0
3428896,3430964,0
3430964,3431044,0
3431044,3432554,0
3432554,3434324,0
3434324,3434721,0
3434721,3434722,0
3434722,3435771,0
3435771,3436048,0
3436048,3436091,0
3436091,3436435,0
3436435,3436545,0
3436545,3437350,0
3437350,3437836,0
3437836,3438208,0
3438208,3438986,0
3438986,3439555,0
3439555,3439646,0
3439646,3440158,0
3440158,3440256,0
3440256,3440764,0
3440764,3441399,0
3441399,3442255,0
3442255,3444371,0
3444371,3444988,0
3444988,3446361,0
3446361,3446528,0
3446528,3446547,0
3446547,3446587,0
3446587,3446827,0
3446827,3448003,0
3448003,3448528,0
3448528,3448533,0
3448533,3449501,0
3449501,3450821,0
3450821,3450850,0
3450850,3451098,0
3451098,3451203,0
3451203,3451599,0
3451599,3451757,0
3451757,3452134,0
3452134,3452155,0
3452155,3453986,0
3453986,3454082,0
3454082,3455214,0
3455214,3455564,0
3455564,3455597,0
3455597,3455605,0
3455605,3455739,0
3455739,3456530,0
3456530,3457196,0
3457196,3457549,0
3457549,3457958,0
3457958,3458573,0
3458573,3458892,0
3458892,3459551,0
3459551,3459919,0
3459919,3459944,0
3459944,3460062,0
3460062,3460229,0
3460229,3460371,0
3460371,3461471,0
3461471,3462544,0
3462544,3463113,0
3463113,3463116,0
3463116,3463235,0
3463235,3464084,0
3464084,3464370,0
3464370,3465380,0
3465380,3465902,0
3465902,3466865,0
3466865,3467869,0
3467869,3468420,0
3468420,3471160,0
3471160,3471323,0
3471323,3471360,0
3471360,3471380,0
3471380,3471397,0
3471397,3471441,0
3471441,3472572,0
3472572,3473086,0
3473086,3473100,0
3473100,3473204,0
3473204,3473224,0
3473224,3473265,0
3473265,3473508,0
3473508,3473522,0
3473522,3473532,0
3473532,3473578,0
3473578,3473613,0
3473613,3473667,0
3473667,3474261,0
3474261,3474262,0
3474262,3474349,0
3474349,3474910,0
3474910,3476189,0
3476189,3476342,0
3476342,3476520,0
3476520,3477514,0
3477514,3477799,0
3477799,3478002,0
3478002,3478436,0
3478436,3478735,0
3478735,3479024,0
3479024,3479732,0
3479732,3479775,0
3479775,3479879,0
3479879,3480173,0
3480173,3481161,0
3481161,3481542,0
3481542,3482408,0
3482408,3483029,0
3483029,3483032,0
3483032,3484264,0
3484264,3484860,0
3484860,3485828,0
3485828,3486801,0
3486801,3487065,0
3487065,3488313,0
3488313,3488776,0
3488776,3488901,0
3488901,3489418,0
3489418,3489740,0
3489740,3489776,0
3489776,3490545,0
3490545,3490828,0
3490828,3492750,0
3492750,3492888,0
3492888,3493481,0
3493481,3493503,0
3493503,3493905,0
3493905,3493909,0
3493909,3493912,0
3493912,3493913,0
3493913,3493914,0
3493914,3493916,0
3493916,3493986,0
3493986,3494875,0
3494875,3494981,0
3494981,3496686,0
3496686,3496690,0
3496690,3496776,0
3496776,3496969,0
3496969,3497114,0
3497114,3497737,0
3497737,3498222,0
3498222,3498819,0
3498819,3498858,0
3498858,3499220,0
3499220,3500470,0
3500470,3500570,0
3500570,3500612,0
3500612,3500655,0
3500655,3500725,0
3500725,3500875,0
3500875,3501766,0
3501766,3501838,0
3501838,3502560,0
3502560,3503243,0
3503243,3504705,0
3504705,3504829,0
3504829,3505221,0
3505221,3505518,0
3505518,3509087,0
3509087,3509598,0
3509598,3509812,0
3509812,3509987,0
3509987,3510986,0
3510986,3511263,0
3511263,3511600,0
3511600,3511810,0
3511810,3512467,0
3512467,3512706,0
3512706,3512821,0
3512821,3513143,0
3513143,3513425,0
3513425,3513809,0
3513809,3514548,0
3514548,3514829,0
3514829,3515738,0
3515738,3515908,0
3515908,3515967,0
3515967,3516024,0
3516024,3518056,0
3518056,3518698,0
3518698,3518950,0
3518950,3519190,0
3519190,3519371,0
3519371,3519413,0
3519413,3519462,0
3519462,3519464,0
3519464,3519575,0
3519575,3519894,0
3519894,3520001,0
3520001,3520560,0
3520560,3520726,0
3520726,3521595,0
3521595,3522273,0
3522273,3522561,0
3522561,3523020,0
3523020,3523591,0
3523591,3523605,0
3523605,3525191,0
3525191,3525498,0
3525498,3525748,0
3525748,3526080,0
3526080,3527351,0
3527351,3528407,0
3528407,3528459,0
3528459,3529555,0
3529555,3529556,0
3529556,3529608,0
3529608,3529626,0
3529626,3529645,0
3529645,3529882,0
3529882,3529902,0
3529902,3530595,0
3530595,3530963,0
3530963,3531112,0
3531112,3531381,0
3531381,3532026,0
3532026,3532184,0
3532184,3532883,0
3532883,3532951,0
3532951,3533342,0
3533342,3533576,0
3533576,3533587,0
3533587,3534305,0
3534305,3535692,0
3535692,3535981,0
3535981,3536346,0
3536346,3536382,0
3536382,3536987,0
3536987,3537847,0
3537847,3537875,0
3537875,3537890,0
3537890,3538711,0
3538711,3538854,0
3538854,3539293,0
3539293,3539331,0
3539331,3539758,0
3539758,3540262,0
3540262,3541144,0
3541144,3541654,0
3541654,3541763,0
3541763,3542477,0
3542477,3542559,0
3542559,3542581,0
3542581,3544177,0
3544177,3544306,0
3544306,3544426,0
3544426,3545062,0
3545062,3545552,0
3545552,3546341,0
3546341,3547610,0
3547610,3547694,0
3547694,3550047,0
3550047,3551303,0
3551303,3552049,0
3552049,3552353,0
3552353,3554107,0
3554107,3554284,0
3554284,3554641,0
3554641,3555206,0
3555206,3555723,0
3555723,3555967,0
3555967,3556019,0
3556019,3556308,0
3556308,3556534,0
3556534,3556922,0
3556922,3558089,0
3558089,3558475,0
3558475,3559421,0
3559421,3559787,0
3559787,3559941,0
3559941,3560106,0
3560106,3560345,0
3560345,3560759,0
3560759,3560883,0
3560883,3561107,0
3561107,3561111,0
3561111,3561135,0
3561135,3561138,0
3561138,3561142,0
3561142,3561811,0
3561811,3562939,0
3562939,3563132,0
3563132,3563133,0
3563133,3563366,0
3563366,3563394,0
3563394,3563399,0
3563399,3563409,0
3563409,3564662,0
3564662,3565080,0
3565080,3565099,0
3565099,3565576,0
3565576,3567573,0
3567573,3568729,0
3568729,3569815,0
3569815,3570731,0
3570731,3570983,0
3570983,3570997,0
3570997,3571007,0
3571007,3571629,0
3571629,3572793,0
3572793,3573153,0
3573153,3573760,0
3573760,3573766,0
3573766,3573816,0
3573816,3574390,0
3574390,3574532,0
3574532,3574639,0
3574639,3575925,0
3575925,3576201,0
3576201,3576477,0
3576477,3576636,0
3576636,3576744,0
3576744,3577485,0
3577485,3577816,0
3577816,3577917,0
3577917,3578705,0
3578705,3578714,0
3578714,3578948,0
3578948,3579131,0
3579131,3581671,0
3581671,3582347,0
3582347,3582848,0
3582848,3583022,0
3583022,3583196,0
3583196,3583371,0
3583371,3583900,0
3583900,3584450,0
3584450,3584571,0
3584571,3584738,0
3584738,3585311,0
3585311,3586225,0
3586225,3586229,0
3586229,3586378,0
3586378,3586493,0
3586493,3586617,0
3586617,3586939,0
3586939,3586978,0
3586978,3586984,0
3586984,3587005,0
3587005,3587070,0
3587070,3587330,0
3587330,3587366,0
3587366,3587475,0
3587475,3588298,0
3588298,3588572,0
3588572,3588925,0
3588925,3588979,0
3588979,3589722,0
3589722,3589771,0
3589771,3589886,0
3589886,3589911,0
3589911,3589914,0
3589914,3590293,0
3013916,3017646,0
3017646,3075563,0
3075563,3113040,0
