card_id,customer_id,card_network,card_type,card1,card2,card3,card4,card5,card6
C07801-K1,C07801,mastercard,credit,12374,555.0,150.0,mastercard,195.0,credit
C00709-K1,C00709,visa,debit,22961,302.0,150.0,visa,226.0,debit
C07323-K1,C07323,visa,debit,22098,321.0,150.0,visa,226.0,debit
C03393-K1,C03393,visa,debit,12247,555.0,150.0,visa,226.0,debit
C13414-K1,C13414,visa,credit,22925,555.0,185.0,visa,137.0,credit
C02414-K1,C02414,visa,credit,22187,555.0,146.0,visa,195.0,credit
C07912-K1,C07912,visa,debit,22543,555.0,150.0,visa,166.0,debit
C08277-K1,C08277,visa,debit,21846,555.0,150.0,visa,226.0,debit
C06459-K1,C06459,visa,debit,13599,555.0,150.0,visa,226.0,debit
C13012-K1,C13012,visa,debit,23104,215.0,150.0,visa,226.0,debit
C00717-K1,C00717,visa,credit,17833,555.0,150.0,visa,226.0,credit
C10960-K1,C10960,visa,debit,17247,,150.0,visa,226.0,debit
C11963-K1,C11963,mastercard,debit,19120,310.0,150.0,mastercard,195.0,debit
C12296-K1,C12296,visa,debit,10031,555.0,160.0,visa,138.0,debit
C05496-K1,C05496,visa,credit,15806,555.0,147.0,visa,137.0,credit
C05022-K1,C05022,visa,credit,15995,555.0,102.0,visa,228.0,credit
C08710-K1,C08710,visa,credit,10802,463.0,150.0,visa,144.0,credit
C02348-K1,C02348,mastercard,debit,20458,517.0,150.0,mastercard,224.0,debit
C01024-K1,C01024,visa,credit,11137,555.0,119.0,visa,102.0,credit
C11848-K1,C11848,visa,credit,21632,555.0,150.0,visa,226.0,credit
C06973-K1,C06973,mastercard,credit,17895,352.0,159.0,mastercard,134.0,credit
C13260-K1,C13260,american express,credit,22282,125.0,150.0,american express,,credit
C08042-K1,C08042,mastercard,debit,12467,390.0,150.0,mastercard,117.0,debit
C09142-K1,C09142,mastercard,debit,17002,555.0,162.0,mastercard,166.0,debit
C12685-K1,C12685,visa,credit,16693,555.0,149.0,visa,137.0,credit
C03599-K1,C03599,mastercard,debit,15491,543.0,150.0,mastercard,195.0,debit
C08778-K1,C08778,visa,debit,12665,555.0,150.0,visa,226.0,debit
C11829-K1,C11829,visa,debit,22672,555.0,150.0,visa,226.0,debit
C01873-K1,C01873,american express,credit,17452,520.0,150.0,american express,190.0,credit
C04469-K1,C04469,mastercard,debit,18641,275.0,150.0,mastercard,224.0,debit
C06249-K1,C06249,visa,credit,10022,555.0,162.0,visa,226.0,credit
C01561-K1,C01561,mastercard,debit,16692,390.0,150.0,mastercard,224.0,debit
C07127-K1,C07127,mastercard,debit,21347,390.0,150.0,mastercard,117.0,debit
C08274-K1,C08274,mastercard,debit,22449,543.0,150.0,mastercard,224.0,debit
C03337-K1,C03337,visa,credit,11488,478.0,150.0,visa,144.0,credit
C06612-K1,C06612,visa,credit,19071,555.0,150.0,visa,226.0,credit
C13090-K1,C13090,mastercard,credit,15965,555.0,150.0,mastercard,102.0,credit
C06849-K1,C06849,visa,debit,11280,302.0,150.0,visa,226.0,debit
C12409-K1,C12409,visa,debit,10744,555.0,206.0,visa,226.0,debit
C00163-K1,C00163,american express,credit,18680,125.0,150.0,american express,,credit
C13441-K1,C13441,visa,debit,10878,138.0,200.0,visa,226.0,debit
C02161-K1,C02161,mastercard,credit,11073,555.0,135.0,mastercard,137.0,credit
C05156-K1,C05156,visa,credit,17062,555.0,205.0,visa,102.0,credit
C05989-K1,C05989,american express,credit,14357,520.0,150.0,american express,190.0,credit
C07589-K1,C07589,visa,credit,10640,555.0,150.0,visa,226.0,credit
C04910-K1,C04910,visa,debit,23000,321.0,150.0,visa,226.0,debit
C03547-K1,C03547,visa,credit,22758,555.0,134.0,visa,137.0,credit
C09843-K1,C09843,mastercard,credit,14176,396.0,150.0,mastercard,190.0,credit
C02727-K1,C02727,visa,debit,19079,555.0,150.0,visa,226.0,debit
C12089-K1,C12089,mastercard,debit,11168,532.0,150.0,mastercard,224.0,debit
C02758-K1,C02758,visa,debit,14373,384.0,150.0,visa,226.0,debit
C08258-K1,C08258,mastercard,credit,17529,546.0,147.0,mastercard,219.0,credit
C09041-K1,C09041,mastercard,credit,17908,555.0,150.0,mastercard,224.0,credit
C02586-K1,C02586,visa,debit,21099,321.0,150.0,visa,226.0,debit
C00109-K1,C00109,american express,credit,21599,399.0,150.0,american express,150.0,credit
C01384-K1,C01384,mastercard,debit,21257,543.0,150.0,mastercard,224.0,debit
C12475-K1,C12475,mastercard,debit,15071,543.0,150.0,mastercard,224.0,debit
C06748-K1,C06748,mastercard,credit,16154,555.0,197.0,mastercard,232.0,credit
C04577-K1,C04577,mastercard,credit,18166,555.0,150.0,mastercard,102.0,credit
C08755-K2,C08755,visa,debit,12804,300.0,150.0,visa,166.0,debit
C00699-K1,C00699,visa,credit,15834,555.0,166.0,visa,137.0,credit
C05757-K1,C05757,visa,credit,15975,555.0,150.0,visa,226.0,credit
C09018-K1,C09018,american express,credit,21533,399.0,150.0,american express,223.0,credit
C10831-K1,C10831,mastercard,debit,22600,543.0,150.0,mastercard,224.0,debit
C01964-K1,C01964,visa,debit,17311,555.0,150.0,visa,226.0,debit
C05991-K1,C05991,visa,debit,22429,555.0,150.0,visa,226.0,debit
C04779-K1,C04779,american express,credit,22847,399.0,150.0,american express,223.0,credit
C13435-K1,C13435,visa,credit,14372,555.0,150.0,visa,226.0,credit
C01206-K1,C01206,mastercard,debit,16079,543.0,150.0,mastercard,182.0,debit
C05696-K1,C05696,visa,credit,16765,380.0,150.0,visa,226.0,credit
C00317-K1,C00317,visa,debit,14491,555.0,133.0,visa,102.0,debit
C10394-K1,C10394,mastercard,debit,20191,390.0,150.0,mastercard,117.0,debit
C04894-K1,C04894,mastercard,credit,18538,555.0,152.0,mastercard,,credit
C04482-K1,C04482,mastercard,debit,18658,369.0,150.0,mastercard,224.0,debit
C07112-K1,C07112,mastercard,debit,11382,127.0,150.0,mastercard,117.0,debit
C08601-K1,C08601,visa,credit,14780,555.0,213.0,visa,137.0,credit
C05274-K1,C05274,visa,debit,17682,555.0,150.0,visa,226.0,debit
C03948-K1,C03948,visa,debit,10647,555.0,150.0,visa,226.0,debit
C02904-K1,C02904,mastercard,debit,13723,310.0,150.0,mastercard,195.0,debit
C06462-K1,C06462,visa,debit,12121,302.0,150.0,visa,226.0,debit
C05779-K1,C05779,visa,debit,11064,321.0,150.0,visa,226.0,debit
C09180-K1,C09180,visa,debit,16383,555.0,150.0,visa,226.0,debit
C08151-K1,C08151,visa,debit,11511,321.0,150.0,visa,226.0,debit
C11473-K1,C11473,visa,debit,22796,555.0,150.0,visa,226.0,debit
C08992-K1,C08992,mastercard,debit,10408,225.0,150.0,mastercard,224.0,debit
C08651-K1,C08651,mastercard,debit,18122,368.0,102.0,mastercard,224.0,debit
C01194-K1,C01194,visa,debit,17127,555.0,146.0,visa,166.0,debit
C09217-K1,C09217,mastercard,debit,23010,310.0,150.0,mastercard,224.0,debit
C11994-K1,C11994,visa,debit,17496,321.0,150.0,visa,195.0,debit
C06714-K1,C06714,visa,debit,20848,321.0,150.0,visa,226.0,debit
C04214-K1,C04214,visa,credit,15286,555.0,214.0,visa,162.0,credit
C06474-K1,C06474,mastercard,credit,23008,555.0,190.0,mastercard,224.0,credit
C13483-K1,C13483,american express,credit,19436,399.0,150.0,american express,223.0,credit
C07710-K1,C07710,visa,debit,10925,555.0,171.0,visa,165.0,debit
C09504-K1,C09504,visa,debit,17364,302.0,150.0,visa,226.0,debit
C04881-K1,C04881,visa,credit,21768,555.0,150.0,visa,226.0,credit
C10095-K1,C10095,visa,credit,19342,555.0,102.0,visa,102.0,credit
C05536-K1,C05536,visa,credit,22390,554.0,150.0,visa,226.0,credit
C00078-K1,C00078,visa,credit,13297,233.0,150.0,visa,226.0,credit
C01813-K1,C01813,visa,debit,10693,555.0,150.0,visa,226.0,debit
C04159-K1,C04159,mastercard,debit,10837,543.0,150.0,mastercard,224.0,debit
C05252-K1,C05252,visa,debit,13542,111.0,150.0,visa,226.0,debit
C09955-K1,C09955,american express,credit,16789,399.0,150.0,american express,185.0,credit
C02839-K1,C02839,visa,debit,16978,537.0,150.0,visa,226.0,debit
C03836-K1,C03836,visa,debit,20063,,226.0,visa,102.0,debit
C09075-K1,C09075,mastercard,debit,11957,310.0,150.0,mastercard,224.0,debit
C01554-K1,C01554,visa,debit,21771,555.0,117.0,visa,226.0,debit
C13511-K1,C13511,visa,debit,21339,490.0,150.0,visa,226.0,debit
C01181-K1,C01181,visa,debit,23244,555.0,150.0,visa,226.0,debit
C00926-K1,C00926,visa,credit,23247,555.0,150.0,visa,226.0,credit
C03159-K1,C03159,mastercard,credit,16540,554.0,150.0,mastercard,224.0,credit
C06540-K1,C06540,visa,debit,14525,555.0,150.0,visa,226.0,debit
C07430-K1,C07430,mastercard,debit,18522,480.0,150.0,mastercard,117.0,debit
C04817-K1,C04817,visa,debit,13717,555.0,150.0,visa,226.0,debit
C05206-K1,C05206,mastercard,debit,13096,498.0,150.0,mastercard,195.0,debit
C07326-K1,C07326,visa,debit,20734,555.0,150.0,visa,226.0,debit
C09030-K1,C09030,mastercard,debit,17975,225.0,150.0,mastercard,195.0,debit
C13418-K1,C13418,mastercard,debit,12586,310.0,150.0,mastercard,182.0,debit
C10134-K1,C10134,mastercard,credit,14892,555.0,100.0,mastercard,102.0,credit
C03899-K1,C03899,visa,debit,21529,555.0,150.0,visa,226.0,debit
C09384-K1,C09384,visa,debit,10845,555.0,111.0,visa,226.0,debit
C07391-K1,C07391,visa,debit,22107,555.0,185.0,visa,166.0,debit
C00977-K1,C00977,visa,debit,10747,555.0,150.0,visa,226.0,debit
C05023-K1,C05023,mastercard,credit,21736,555.0,144.0,mastercard,195.0,credit
C06913-K1,C06913,mastercard,debit,10615,275.0,150.0,mastercard,224.0,debit
C03469-K1,C03469,american express,credit,22324,399.0,150.0,american express,223.0,credit
C06284-K1,C06284,visa,debit,14533,555.0,150.0,visa,226.0,debit
C06864-K1,C06864,visa,debit,15180,555.0,150.0,visa,195.0,debit
C05320-K1,C05320,visa,debit,21030,555.0,150.0,visa,226.0,debit
C10166-K1,C10166,visa,credit,12845,,143.0,visa,162.0,credit
C09336-K1,C09336,mastercard,debit,18051,555.0,223.0,mastercard,102.0,debit
C05158-K1,C05158,visa,credit,21487,555.0,150.0,visa,226.0,credit
C11961-K1,C11961,mastercard,debit,17822,543.0,150.0,mastercard,224.0,debit
C12378-K1,C12378,visa,debit,23467,555.0,150.0,visa,226.0,debit
C08562-K1,C08562,visa,debit,14106,447.0,150.0,visa,226.0,debit
C13418-K2,C13418,mastercard,debit,12586,310.0,150.0,mastercard,195.0,debit
C00089-K2,C00089,mastercard,debit,18634,531.0,150.0,mastercard,166.0,debit
C09564-K1,C09564,visa,debit,10205,128.0,150.0,visa,195.0,debit
C01315-K1,C01315,mastercard,debit,17234,480.0,150.0,mastercard,224.0,debit
C11139-K1,C11139,visa,debit,13074,555.0,144.0,visa,166.0,debit
C00627-K1,C00627,visa,credit,12577,555.0,189.0,visa,194.0,credit
C03678-K2,C03678,visa,debit,19323,321.0,150.0,visa,226.0,debit
C12472-K1,C12472,visa,debit,12167,555.0,150.0,visa,226.0,debit
C12505-K2,C12505,mastercard,debit,12736,512.0,150.0,mastercard,117.0,debit
C12540-K1,C12540,mastercard,credit,14125,555.0,100.0,mastercard,224.0,credit
C07343-K1,C07343,mastercard,debit,21416,369.0,150.0,mastercard,224.0,debit
C00944-K1,C00944,visa,debit,16063,555.0,215.0,visa,226.0,debit
C00852-K1,C00852,mastercard,credit,16923,224.0,106.0,mastercard,224.0,credit
C02532-K1,C02532,visa,debit,20340,555.0,150.0,visa,226.0,debit
C00946-K1,C00946,mastercard,debit,17988,555.0,195.0,mastercard,224.0,debit
C04947-K1,C04947,mastercard,debit,18684,360.0,150.0,mastercard,177.0,debit
C01917-K1,C01917,visa,credit,23249,555.0,213.0,visa,137.0,credit
C04841-K1,C04841,mastercard,credit,15943,514.0,150.0,mastercard,203.0,credit
C01886-K1,C01886,mastercard,debit,14990,543.0,150.0,mastercard,224.0,debit
C01376-K1,C01376,mastercard,credit,11193,,150.0,mastercard,,credit
C12607-K1,C12607,mastercard,debit,19916,480.0,150.0,mastercard,117.0,debit
C07262-K1,C07262,mastercard,debit,11139,543.0,150.0,mastercard,195.0,debit
C06502-K1,C06502,mastercard,debit,14734,225.0,150.0,mastercard,224.0,debit
C10170-K1,C10170,visa,debit,12662,360.0,150.0,visa,166.0,debit
C03150-K1,C03150,mastercard,debit,15186,275.0,150.0,mastercard,224.0,debit
C10718-K1,C10718,mastercard,credit,21419,555.0,117.0,mastercard,,credit
C01292-K1,C01292,visa,credit,16078,555.0,102.0,visa,226.0,credit
C10664-K1,C10664,visa,debit,20244,138.0,200.0,visa,226.0,debit
C09373-K1,C09373,visa,credit,22361,555.0,150.0,visa,226.0,credit
C03122-K1,C03122,visa,credit,14021,238.0,185.0,visa,226.0,credit
C13231-K1,C13231,visa,debit,15815,554.0,150.0,visa,226.0,debit
C09320-K1,C09320,visa,credit,11368,276.0,150.0,visa,144.0,credit
C12962-K1,C12962,visa,credit,10034,553.0,150.0,visa,226.0,credit
C09678-K1,C09678,visa,debit,18728,555.0,150.0,visa,226.0,debit
C03347-K1,C03347,visa,debit,10913,555.0,137.0,visa,226.0,debit
C12284-K1,C12284,mastercard,debit,19636,492.0,150.0,mastercard,117.0,debit
C05719-K1,C05719,visa,debit,14573,203.0,150.0,visa,226.0,debit
C04969-K1,C04969,visa,debit,10867,481.0,150.0,visa,226.0,debit
C06272-K1,C06272,visa,debit,10785,,150.0,visa,226.0,debit
C12968-K1,C12968,mastercard,debit,16753,369.0,150.0,mastercard,224.0,debit
C00398-K1,C00398,visa,debit,21793,555.0,195.0,visa,226.0,debit
C11342-K2,C11342,mastercard,debit,10481,455.0,150.0,mastercard,126.0,debit
C13443-K1,C13443,visa,debit,18974,555.0,150.0,visa,226.0,debit
C01246-K1,C01246,visa,credit,19911,555.0,150.0,visa,226.0,credit
C11434-K1,C11434,visa,credit,22521,555.0,121.0,visa,226.0,credit
C03325-K1,C03325,mastercard,credit,10005,555.0,210.0,mastercard,224.0,credit
C00868-K1,C00868,visa,debit,15683,554.0,150.0,visa,166.0,debit
C07562-K1,C07562,,,11735,,,,,
C07174-K1,C07174,visa,debit,11200,555.0,150.0,visa,226.0,debit
C05112-K1,C05112,visa,credit,17743,555.0,149.0,visa,226.0,credit
C01883-K1,C01883,mastercard,debit,15833,555.0,135.0,mastercard,224.0,debit
C12463-K1,C12463,visa,debit,20934,555.0,150.0,visa,226.0,debit
C04623-K1,C04623,mastercard,debit,21203,555.0,177.0,mastercard,137.0,debit
C06356-K1,C06356,visa,credit,20742,555.0,150.0,visa,226.0,credit
C01499-K1,C01499,visa,debit,13571,321.0,150.0,visa,226.0,debit
C07793-K1,C07793,visa,debit,13139,143.0,150.0,visa,195.0,debit
C07118-K2,C07118,mastercard,debit,20872,320.0,150.0,mastercard,166.0,debit
C06466-K1,C06466,mastercard,debit,10756,543.0,150.0,mastercard,224.0,debit
C00613-K1,C00613,visa,credit,11966,555.0,150.0,visa,194.0,credit
C02206-K1,C02206,mastercard,debit,13487,555.0,106.0,mastercard,137.0,debit
C10980-K2,C10980,mastercard,debit,18359,555.0,150.0,mastercard,195.0,debit
C00561-K1,C00561,visa,debit,10874,360.0,150.0,visa,166.0,debit
C08532-K1,C08532,mastercard,debit,20982,225.0,150.0,mastercard,224.0,debit
C01645-K1,C01645,mastercard,debit,17970,275.0,150.0,mastercard,195.0,debit
C07454-K1,C07454,mastercard,debit,10400,480.0,150.0,mastercard,117.0,debit
C01167-K1,C01167,mastercard,debit,20038,555.0,102.0,mastercard,224.0,debit
C02124-K1,C02124,mastercard,debit,13322,420.0,150.0,mastercard,117.0,debit
C06293-K1,C06293,visa,debit,19622,555.0,150.0,visa,226.0,debit
C09010-K1,C09010,visa,credit,14705,555.0,182.0,visa,226.0,credit
C03143-K1,C03143,mastercard,debit,19565,498.0,150.0,mastercard,219.0,debit
C03416-K1,C03416,mastercard,credit,21312,555.0,119.0,mastercard,224.0,credit
C12495-K1,C12495,mastercard,debit,22668,390.0,231.0,mastercard,117.0,debit
C10430-K1,C10430,visa,debit,10063,555.0,150.0,visa,226.0,debit
C04666-K1,C04666,visa,credit,16352,555.0,150.0,visa,226.0,credit
C05520-K1,C05520,visa,debit,13622,555.0,212.0,visa,226.0,debit
C10049-K1,C10049,american express,credit,19083,520.0,150.0,american express,190.0,credit
C01313-K1,C01313,mastercard,debit,15274,390.0,150.0,mastercard,224.0,debit
C09773-K1,C09773,visa,debit,21080,555.0,150.0,visa,226.0,debit
C12689-K2,C12689,visa,debit,23057,,150.0,visa,226.0,debit
C08229-K1,C08229,visa,credit,14520,383.0,150.0,visa,226.0,credit
C09927-K2,C09927,mastercard,debit,15434,142.0,185.0,mastercard,224.0,debit
C02492-K1,C02492,visa,debit,15782,555.0,150.0,visa,226.0,debit
C05432-K1,C05432,visa,credit,22881,555.0,150.0,visa,226.0,credit
C05255-K1,C05255,mastercard,debit,21669,543.0,150.0,mastercard,224.0,debit
C09595-K1,C09595,visa,debit,20018,512.0,150.0,visa,195.0,debit
C04807-K1,C04807,mastercard,debit,20202,225.0,150.0,mastercard,117.0,debit
C00431-K1,C00431,mastercard,credit,15057,555.0,214.0,mastercard,102.0,credit
C07920-K1,C07920,visa,credit,13219,555.0,150.0,visa,226.0,credit
C05024-K1,C05024,visa,credit,11905,463.0,144.0,visa,226.0,credit
C04867-K1,C04867,visa,credit,10226,555.0,203.0,visa,137.0,credit
C13022-K1,C13022,visa,debit,13068,555.0,150.0,visa,226.0,debit
C01910-K1,C01910,mastercard,debit,20173,555.0,150.0,mastercard,219.0,debit
C03175-K1,C03175,visa,debit,16501,555.0,150.0,visa,226.0,debit
C00265-K1,C00265,mastercard,debit,15258,555.0,150.0,mastercard,117.0,debit
C11006-K1,C11006,mastercard,debit,10628,225.0,150.0,mastercard,195.0,debit
C07363-K1,C07363,visa,debit,18017,555.0,150.0,visa,226.0,debit
C12410-K1,C12410,american express,credit,13992,399.0,150.0,american express,146.0,credit
C07966-K1,C07966,visa,debit,20228,555.0,222.0,visa,137.0,debit
C08790-K1,C08790,visa,debit,16458,321.0,150.0,visa,226.0,debit
C00219-K1,C00219,mastercard,debit,14200,512.0,150.0,mastercard,224.0,debit
C05651-K1,C05651,visa,credit,19135,560.0,150.0,visa,226.0,credit
C13367-K1,C13367,visa,credit,21095,414.0,143.0,visa,226.0,credit
C01518-K1,C01518,mastercard,credit,14182,350.0,150.0,mastercard,224.0,credit
C06123-K1,C06123,visa,debit,19282,555.0,150.0,visa,226.0,debit
C10609-K1,C10609,visa,credit,21265,555.0,150.0,visa,226.0,credit
C05430-K1,C05430,mastercard,credit,16845,555.0,150.0,mastercard,102.0,credit
C08941-K1,C08941,mastercard,debit,17571,369.0,150.0,mastercard,224.0,debit
C05825-K2,C05825,mastercard,debit,22074,360.0,150.0,mastercard,126.0,debit
C01479-K1,C01479,visa,credit,16461,555.0,150.0,visa,141.0,credit
C03088-K1,C03088,mastercard,debit,15779,225.0,150.0,mastercard,117.0,debit
C12039-K2,C12039,mastercard,debit,18927,122.0,150.0,mastercard,126.0,debit
C09762-K1,C09762,visa,debit,15610,349.0,117.0,visa,226.0,debit
C01713-K1,C01713,mastercard,credit,15315,555.0,121.0,mastercard,190.0,credit
C11398-K1,C11398,mastercard,debit,14880,225.0,150.0,mastercard,224.0,debit
C08897-K1,C08897,visa,debit,18801,555.0,150.0,visa,226.0,debit
C05298-K1,C05298,mastercard,debit,20261,275.0,150.0,mastercard,224.0,debit
C02796-K1,C02796,mastercard,debit,15857,108.0,150.0,mastercard,195.0,debit
C00930-K1,C00930,visa,credit,22523,216.0,150.0,visa,141.0,credit
C10696-K1,C10696,visa,debit,10164,555.0,150.0,visa,226.0,debit
C03654-K1,C03654,visa,debit,15350,508.0,150.0,visa,226.0,debit
C01586-K1,C01586,visa,debit,12222,555.0,150.0,visa,226.0,debit
C12091-K1,C12091,mastercard,debit,11762,367.0,150.0,mastercard,117.0,debit
C02890-K2,C02890,mastercard,debit,13365,512.0,150.0,mastercard,117.0,debit
C04330-K2,C04330,mastercard,debit,15149,512.0,150.0,mastercard,117.0,debit
C08287-K1,C08287,visa,debit,18138,228.0,106.0,visa,226.0,debit
C03407-K1,C03407,mastercard,debit,17692,555.0,213.0,mastercard,166.0,debit
C02746-K1,C02746,visa,credit,10768,179.0,106.0,visa,137.0,credit
C10363-K1,C10363,mastercard,debit,20257,310.0,150.0,mastercard,224.0,debit
C11930-K1,C11930,visa,debit,12722,555.0,150.0,visa,226.0,debit
C04486-K1,C04486,visa,credit,10354,555.0,146.0,visa,226.0,credit
C09418-K1,C09418,visa,debit,20720,336.0,150.0,visa,226.0,debit
C11421-K1,C11421,visa,credit,18342,555.0,131.0,visa,226.0,credit
C00324-K1,C00324,visa,credit,22936,368.0,212.0,visa,226.0,credit
C04417-K1,C04417,american express,credit,15751,399.0,150.0,american express,104.0,credit
C07028-K1,C07028,mastercard,credit,17276,161.0,150.0,mastercard,203.0,credit
C07704-K1,C07704,visa,debit,22846,555.0,150.0,visa,226.0,debit
C08631-K1,C08631,mastercard,debit,17450,480.0,150.0,mastercard,224.0,debit
C10377-K2,C10377,mastercard,credit,13447,514.0,150.0,mastercard,195.0,credit
C05627-K1,C05627,visa,credit,10227,243.0,150.0,visa,141.0,credit
C13340-K2,C13340,visa,debit,17156,206.0,150.0,visa,166.0,debit
C11436-K1,C11436,mastercard,debit,10411,480.0,150.0,mastercard,117.0,debit
C05387-K1,C05387,mastercard,debit,20435,543.0,150.0,mastercard,117.0,debit
C00322-K1,C00322,visa,debit,12828,555.0,150.0,visa,226.0,debit
C02771-K1,C02771,visa,credit,10971,,150.0,visa,195.0,credit
C10400-K1,C10400,visa,credit,17107,555.0,149.0,visa,137.0,credit
C01229-K1,C01229,visa,debit,14565,,174.0,visa,,debit
C03931-K1,C03931,visa,debit,11913,555.0,150.0,visa,226.0,debit
C10491-K1,C10491,mastercard,debit,16410,480.0,150.0,mastercard,117.0,debit
C09269-K1,C09269,visa,debit,19623,555.0,150.0,visa,226.0,debit
C07178-K1,C07178,visa,credit,20917,479.0,150.0,visa,195.0,credit
C09142-K2,C09142,mastercard,debit,17002,555.0,162.0,mastercard,126.0,debit
C01928-K1,C01928,mastercard,debit,23536,225.0,150.0,mastercard,224.0,debit
C12646-K2,C12646,visa,debit,21131,561.0,150.0,visa,166.0,debit
C09236-K1,C09236,visa,debit,21584,111.0,150.0,visa,226.0,debit
C04138-K1,C04138,visa,debit,18071,555.0,150.0,visa,226.0,debit
C11876-K1,C11876,mastercard,debit,17738,555.0,150.0,mastercard,117.0,debit
C08096-K1,C08096,visa,debit,19584,555.0,150.0,visa,226.0,debit
C07351-K1,C07351,mastercard,credit,19585,127.0,150.0,mastercard,102.0,credit
C12621-K1,C12621,mastercard,debit,14080,225.0,150.0,mastercard,224.0,debit
C11511-K1,C11511,visa,debit,10597,555.0,150.0,visa,195.0,debit
C12896-K1,C12896,american express,credit,20033,399.0,150.0,american express,132.0,credit
C01962-K1,C01962,mastercard,debit,21582,543.0,150.0,mastercard,224.0,debit
C04958-K1,C04958,mastercard,debit,20798,517.0,150.0,mastercard,224.0,debit
C01259-K2,C01259,mastercard,debit,13994,360.0,150.0,mastercard,126.0,debit
C11845-K2,C11845,mastercard,debit,16474,512.0,150.0,mastercard,117.0,debit
C12430-K1,C12430,mastercard,credit,14964,555.0,182.0,mastercard,102.0,credit
C12122-K1,C12122,mastercard,credit,21058,555.0,121.0,mastercard,137.0,credit
C04663-K1,C04663,mastercard,debit,20027,555.0,213.0,mastercard,166.0,debit
C06093-K1,C06093,mastercard,debit,14462,108.0,150.0,mastercard,117.0,debit
C04835-K1,C04835,visa,debit,19228,555.0,185.0,visa,138.0,debit
C10928-K1,C10928,mastercard,credit,15749,555.0,147.0,mastercard,219.0,credit
C08717-K1,C08717,visa,credit,12391,555.0,100.0,visa,226.0,credit
C13194-K1,C13194,visa,credit,22310,555.0,205.0,visa,137.0,credit
C03023-K1,C03023,visa,debit,18496,555.0,150.0,visa,226.0,debit
C01737-K1,C01737,mastercard,debit,19550,519.0,150.0,mastercard,117.0,debit
C01821-K1,C01821,mastercard,credit,13938,439.0,150.0,mastercard,203.0,credit
C11122-K1,C11122,mastercard,credit,14197,390.0,150.0,mastercard,102.0,credit
C00615-K1,C00615,mastercard,credit,18324,481.0,150.0,mastercard,137.0,credit
C12513-K2,C12513,mastercard,debit,16072,512.0,150.0,mastercard,117.0,debit
C03401-K1,C03401,mastercard,debit,18822,543.0,150.0,mastercard,224.0,debit
C10084-K1,C10084,visa,debit,21067,555.0,150.0,visa,226.0,debit
C06569-K1,C06569,mastercard,credit,16115,555.0,131.0,mastercard,224.0,credit
C09054-K1,C09054,visa,credit,15551,174.0,150.0,visa,144.0,credit
C08233-K1,C08233,mastercard,debit,21121,360.0,150.0,mastercard,166.0,debit
C03631-K1,C03631,visa,debit,20514,321.0,150.0,visa,195.0,debit
C01817-K1,C01817,visa,credit,22707,569.0,117.0,visa,137.0,credit
C00021-K1,C00021,visa,debit,14680,555.0,150.0,visa,226.0,debit
C03812-K1,C03812,visa,credit,22553,555.0,150.0,visa,226.0,credit
C00439-K1,C00439,mastercard,debit,15664,543.0,150.0,mastercard,224.0,debit
C07068-K1,C07068,visa,debit,14789,555.0,150.0,visa,226.0,debit
C12499-K1,C12499,mastercard,debit,11587,369.0,150.0,mastercard,195.0,debit
C00120-K1,C00120,visa,debit,12710,555.0,150.0,visa,226.0,debit
C11277-K1,C11277,mastercard,debit,15827,512.0,150.0,mastercard,224.0,debit
C13541-K1,C13541,mastercard,debit,10690,555.0,150.0,mastercard,229.0,debit
C10002-K1,C10002,visa,debit,14248,555.0,150.0,visa,226.0,debit
C01233-K1,C01233,visa,debit,15593,158.0,150.0,visa,195.0,debit
C03790-K1,C03790,visa,debit,10956,555.0,150.0,visa,226.0,debit
C09319-K1,C09319,visa,debit,18165,555.0,166.0,visa,226.0,debit
C01767-K2,C01767,mastercard,debit,13565,320.0,150.0,mastercard,126.0,debit
C05821-K1,C05821,mastercard,credit,22889,555.0,117.0,mastercard,195.0,credit
C13324-K1,C13324,visa,debit,21081,360.0,150.0,visa,226.0,debit
C08418-K2,C08418,visa,credit,16101,555.0,150.0,visa,144.0,credit
C11436-K2,C11436,mastercard,debit,10411,512.0,150.0,mastercard,117.0,debit
C09715-K2,C09715,mastercard,debit,20979,360.0,150.0,mastercard,126.0,debit
C03684-K1,C03684,american express,debit,22903,555.0,117.0,american express,166.0,debit
C00229-K1,C00229,visa,credit,18992,555.0,229.0,visa,226.0,credit
C02935-K2,C02935,mastercard,debit,21319,480.0,150.0,mastercard,224.0,debit
C09465-K2,C09465,mastercard,debit,12896,455.0,150.0,mastercard,126.0,debit
C09350-K1,C09350,mastercard,credit,14529,555.0,150.0,mastercard,203.0,credit
C01980-K1,C01980,visa,debit,19983,555.0,150.0,visa,226.0,debit
C03809-K1,C03809,visa,credit,19028,555.0,185.0,visa,228.0,credit
C10735-K1,C10735,mastercard,debit,20788,516.0,150.0,mastercard,224.0,debit
C12447-K1,C12447,visa,credit,23318,555.0,150.0,visa,141.0,credit
C12534-K1,C12534,visa,debit,15238,555.0,150.0,visa,226.0,debit
C01650-K1,C01650,visa,credit,19482,343.0,150.0,visa,226.0,credit
C04431-K1,C04431,visa,credit,16566,555.0,150.0,visa,226.0,credit
C04875-K1,C04875,mastercard,debit,18170,427.0,150.0,mastercard,195.0,debit
C08734-K1,C08734,visa,credit,15524,555.0,150.0,visa,226.0,credit
